,drug,cell_line,IC50,OncotreeCode,prediction
104,LY2109761,OPM2,4.601164,PCM,4.704671
105,Lapatinib,OPM2,2.440101,PCM,2.789528
106,Leflunomide,OPM2,4.636829,PCM,4.395758
107,Lenalidomide,OPM2,3.055947,PCM,4.224024
108,Lestaurtinib,OPM2,-1.777917,PCM,-0.61224
109,Linsitinib,OPM2,1.384684,PCM,2.959745
110,Luminespib,OPM2,-3.424315,PCM,-2.700482
111,MG-132,OPM2,-2.654886,PCM,-1.710417
112,MIM1,OPM2,3.426423,PCM,3.259125
113,MIRA-1,OPM2,3.80327,PCM,4.756381
114,MK-1775,OPM2,-0.35971,PCM,-0.467716
115,MK-2206,OPM2,1.058436,PCM,1.31774
116,MK-8776,OPM2,1.184768,PCM,2.073751
117,ML323,OPM2,4.231613,PCM,3.584394
118,MN-64,OPM2,4.580965,PCM,3.806939
119,Mirin,OPM2,4.382149,PCM,4.018538
120,Mitoxantrone,OPM2,-0.126108,PCM,-0.022621
121,Motesanib,OPM2,4.601831,PCM,4.544888
122,Mycophenolic acid,OPM2,1.806168,PCM,1.639448
123,N-acetyl cysteine,OPM2,9.881997,PCM,10.673939
124,NU7441,OPM2,1.709382,PCM,2.501162
125,NVP-ADW742,OPM2,0.977479,PCM,1.450529
126,Navitoclax,OPM2,1.650328,PCM,-0.309729
127,Nelarabine,OPM2,4.974995,PCM,5.356386
128,Nilotinib,OPM2,2.757373,PCM,2.353973
129,Niraparib,OPM2,3.385088,PCM,3.232826
130,Nutlin-3a (-),OPM2,3.801022,PCM,3.873778
131,OF-1,OPM2,3.718573,PCM,3.121099
132,OSI-027,OPM2,0.996375,PCM,2.423866
133,OTX015,OPM2,-1.358451,PCM,0.883727
134,Obatoclax Mesylate,OPM2,0.932046,PCM,-0.084295
135,Olaparib,OPM2,3.99044,PCM,4.355179
136,Osimertinib,OPM2,1.159999,PCM,1.767639
137,Oxaliplatin,OPM2,3.705004,PCM,3.398509
138,P22077,OPM2,4.315297,PCM,3.162241
139,PCI-34051,OPM2,3.788532,PCM,3.953685
140,PD0325901,OPM2,1.179499,PCM,1.599191
141,PD173074,OPM2,-0.60233,PCM,2.98921
142,PFI-1,OPM2,1.493273,PCM,3.442513
143,PFI3,OPM2,4.600668,PCM,4.902899
144,PLX-4720,OPM2,4.555765,PCM,4.104255
145,POMHEX,OPM2,0.400344,PCM,0.769764
146,PRIMA-1MET,OPM2,2.151597,PCM,3.554181
147,PRT062607,OPM2,1.685211,PCM,2.688202
148,Paclitaxel,OPM2,-4.238882,PCM,-4.273853
149,Palbociclib,OPM2,1.760344,PCM,2.914085
150,Pevonedistat,OPM2,-0.353291,PCM,-0.468827
151,Picolinici-acid,OPM2,4.327724,PCM,4.633652
152,Pictilisib,OPM2,1.065235,PCM,0.729281
153,Podophyllotoxin bromide,OPM2,-1.486711,PCM,-1.619968
154,Pyridostatin,OPM2,1.962379,PCM,2.927313
155,RO-3306,OPM2,2.663869,PCM,2.28019
156,RVX-208,OPM2,2.713638,PCM,4.178631
157,Rapamycin,OPM2,-4.947115,PCM,-2.650107
158,Refametinib,OPM2,1.848437,PCM,2.384079
159,Ribociclib,OPM2,3.133063,PCM,2.841563
160,Romidepsin,OPM2,-5.90299,PCM,-5.834818
161,Rucaparib,OPM2,3.300771,PCM,3.525819
162,Ruxolitinib,OPM2,3.032794,PCM,4.230494
163,SB216763,OPM2,4.599763,PCM,4.778067
164,SB590885,OPM2,3.789204,PCM,3.698079
165,SCH772984,OPM2,1.978942,PCM,2.261435
166,SGC-CBP30,OPM2,2.758361,PCM,3.671784
167,SGC0946,OPM2,1.595666,PCM,1.861142
168,SN-38,OPM2,2.453838,PCM,-2.396798
169,Sabutoclax,OPM2,-0.830508,PCM,-0.909425
170,Sapitinib,OPM2,4.545822,PCM,4.629659
171,Savolitinib,OPM2,1.731903,PCM,1.908673
172,Schweinfurthin A,OPM2,-0.648658,PCM,-0.335995
173,Selumetinib,OPM2,3.518138,PCM,3.575562
174,Sepantronium bromide,OPM2,-3.475013,PCM,-3.825135
175,Serdemetan,OPM2,3.016015,PCM,2.980183
176,Sinularin,OPM2,2.90568,PCM,3.028869
177,Sorafenib,OPM2,2.507915,PCM,1.767881
178,Staurosporine,OPM2,-4.715125,PCM,-3.648077
179,TW 37,OPM2,1.300051,PCM,0.671223
180,Talazoparib,OPM2,2.951993,PCM,3.938455
181,Tamoxifen,OPM2,3.369951,PCM,2.853826
182,Tanespimycin,OPM2,-0.422144,PCM,0.332827
183,Taselisib,OPM2,0.315791,PCM,0.459221
184,Telomerase Inhibitor IX,OPM2,0.537292,PCM,0.316435
185,Temozolomide,OPM2,5.030193,PCM,5.745196
186,Temsirolimus,OPM2,-2.84577,PCM,1.061154
187,Teniposide,OPM2,-0.347068,PCM,-0.812061
188,Topotecan,OPM2,0.461759,PCM,-0.005936
189,Trametinib,OPM2,-0.463874,PCM,0.831944
190,UMI-77,OPM2,3.435521,PCM,2.448273
191,UNC0379,OPM2,2.013255,PCM,2.531942
192,UNC0638,OPM2,1.899636,PCM,2.696469
193,Ulixertinib,OPM2,1.423177,PCM,1.953439
194,Uprosertib,OPM2,0.526618,PCM,1.571317
195,VE-822,OPM2,0.985515,PCM,2.223217
196,VE821,OPM2,1.566762,PCM,3.146717
197,VX-11e,OPM2,1.746456,PCM,2.106071
198,Veliparib,OPM2,4.47892,PCM,4.496344
199,Venetoclax,OPM2,0.421978,PCM,0.436934
200,Vinblastine,OPM2,-5.777279,PCM,-5.373326
201,Vincristine,OPM2,-4.299529,PCM,-4.453922
202,Vinorelbine,OPM2,-5.123606,PCM,-5.097313
203,Vismodegib,OPM2,4.129259,PCM,4.127109
204,Vorinostat,OPM2,0.487461,PCM,1.001849
205,WEHI-539,OPM2,3.950257,PCM,3.388021
206,WIKI4,OPM2,3.762552,PCM,3.524751
207,WZ4003,OPM2,3.386336,PCM,3.686718
208,Wee1 Inhibitor,OPM2,0.790823,PCM,1.284702
209,Wnt-C59,OPM2,3.713501,PCM,3.360324
210,XAV939,OPM2,3.496732,PCM,3.651249
211,YK-4-279,OPM2,1.225383,PCM,1.102711
212,ZM447439,OPM2,1.580273,PCM,1.592477
213,Zoledronate,OPM2,2.538618,PCM,3.411092
214,alpha-lipoic acid,OPM2,7.095037,PCM,6.902496
215,glutathione,OPM2,8.751398,PCM,9.678024
216,5-Fluorouracil,ACHN,3.137239,PRCC,5.638069
217,5-azacytidine,ACHN,2.651527,PRCC,3.339811
218,A-366,ACHN,4.941848,PRCC,5.130394
219,ABT737,ACHN,3.731654,PRCC,3.071667
220,AGI-5198,ACHN,4.564203,PRCC,5.355237
221,AGI-6780,ACHN,4.353513,PRCC,5.060912
222,AGK2,ACHN,2.984555,PRCC,3.675403
223,AMG-319,ACHN,4.136138,PRCC,5.399117
224,AT13148,ACHN,4.606597,PRCC,3.838981
225,AZ6102,ACHN,1.936535,PRCC,2.881492
226,AZ960,ACHN,2.177005,PRCC,2.854664
227,AZD1208,ACHN,6.034962,PRCC,5.666069
228,AZD1332,ACHN,2.465991,PRCC,4.065324
229,AZD2014,ACHN,1.438525,PRCC,2.469131
230,AZD3759,ACHN,0.787864,PRCC,2.887171
231,AZD4547,ACHN,4.231295,PRCC,2.932228
232,AZD5153,ACHN,1.393565,PRCC,2.498752
233,AZD5363,ACHN,3.040252,PRCC,3.184938
234,AZD5438,ACHN,2.001125,PRCC,2.913639
235,AZD5582,ACHN,5.961097,PRCC,6.134476
236,AZD5991,ACHN,6.146774,PRCC,5.920529
237,AZD6738,ACHN,0.148878,PRCC,2.596663
238,AZD7762,ACHN,-2.386098,PRCC,0.955826
239,AZD8055,ACHN,-0.665403,PRCC,0.063525
240,AZD8186,ACHN,2.015001,PRCC,3.178372
241,Acetalax,ACHN,6.988935,PRCC,6.04886
242,Afatinib,ACHN,-0.087809,PRCC,2.120771
243,Afuresertib,ACHN,2.818872,PRCC,2.746393
244,Alisertib,ACHN,1.758649,PRCC,2.947213
245,Alpelisib,ACHN,5.095484,PRCC,4.840301
246,Avagacestat,ACHN,6.440431,PRCC,5.620792
247,Axitinib,ACHN,2.817977,PRCC,4.061272
248,BI-2536,ACHN,0.637328,PRCC,0.679276
249,BIBR-1532,ACHN,4.181844,PRCC,5.497624
250,BMS-345541,ACHN,2.736679,PRCC,4.066661
251,BMS-536924,ACHN,2.065988,PRCC,2.612493
252,BMS-754807,ACHN,3.381142,PRCC,3.474408
253,Bleomycin,ACHN,0.50806,PRCC,4.217624
254,Bleomycin (50 uM),ACHN,-1.368801,PRCC,4.155527
255,Bortezomib,ACHN,-5.123045,PRCC,-4.739876
256,Bosutinib,ACHN,1.138802,PRCC,3.196978
257,Bromosporine,ACHN,4.009544,PRCC,2.903391
258,Buparlisib,ACHN,1.055649,PRCC,1.561244
259,CCT007093,ACHN,5.267594,PRCC,5.493823
260,CPI-637,ACHN,4.196958,PRCC,4.934222
261,CZC24832,ACHN,5.787535,PRCC,5.56441
262,Camptothecin,ACHN,-3.733803,PRCC,-1.962649
263,Carmustine,ACHN,6.793602,PRCC,6.529099
264,Cediranib,ACHN,0.89372,PRCC,2.184589
265,Cisplatin,ACHN,2.173181,PRCC,3.560482
266,Crizotinib,ACHN,2.579405,PRCC,3.437672
267,Cyclophosphamide,ACHN,5.346404,PRCC,5.588117
268,Cytarabine,ACHN,-1.321181,PRCC,2.512096
269,Dabrafenib,ACHN,2.946234,PRCC,5.235162
270,Dacarbazine,ACHN,6.603606,PRCC,6.154386
271,Dactinomycin,ACHN,-4.567274,PRCC,-2.205523
272,Dactolisib,ACHN,-2.579651,PRCC,-0.958772
273,Daporinad,ACHN,-4.133047,PRCC,-3.802651
274,Dasatinib,ACHN,-1.743811,PRCC,0.840528
275,Dihydrorotenone,ACHN,1.491268,PRCC,1.494508
276,Dinaciclib,ACHN,-2.715142,PRCC,-1.401806
277,Docetaxel,ACHN,-1.989169,PRCC,-1.741941
278,Doramapimod,ACHN,4.87215,PRCC,5.878391
279,EHT-1864,ACHN,3.865703,PRCC,4.123528
280,EPZ004777,ACHN,5.644249,PRCC,5.616071
281,EPZ5676,ACHN,6.413656,PRCC,6.503117
282,Elephantin,ACHN,2.853188,PRCC,3.970361
283,Entinostat,ACHN,3.222685,PRCC,3.302812
284,Entospletinib,ACHN,2.506185,PRCC,4.17831
285,Epirubicin,ACHN,-2.549555,PRCC,-0.532712
286,Erlotinib,ACHN,0.122962,PRCC,3.59951
287,Fludarabine,ACHN,5.440869,PRCC,5.39126
288,Foretinib,ACHN,0.389592,PRCC,1.740985
289,Fulvestrant,ACHN,4.202956,PRCC,4.836395
290,GDC0810,ACHN,5.469231,PRCC,5.676581
291,GNE-317,ACHN,-0.364054,PRCC,1.342798
292,GSK-LSD1,ACHN,2.930821,PRCC,3.040056
293,GSK1904529A,ACHN,4.553465,PRCC,4.980105
294,GSK2110183B,ACHN,4.598876,PRCC,3.875625
295,GSK2578215A,ACHN,5.270802,PRCC,5.624496
296,GSK2606414,ACHN,2.632073,PRCC,4.547292
297,GSK2801,ACHN,5.821865,PRCC,5.455903
298,GSK2830371,ACHN,6.267689,PRCC,6.277714
299,GSK343,ACHN,4.031469,PRCC,4.243789
300,GSK591,ACHN,5.292,PRCC,4.843405
301,GW441756,ACHN,4.179255,PRCC,3.706016
302,Gallibiscoquinazole,ACHN,2.20392,PRCC,3.14006
303,Gefitinib,ACHN,0.738433,PRCC,3.397923
304,Gemcitabine,ACHN,-4.400708,PRCC,0.091864
305,I-BET-762,ACHN,3.868983,PRCC,4.296788
306,I-BRD9,ACHN,3.729264,PRCC,5.343909
307,ICL-SIRT078,ACHN,5.113383,PRCC,4.777253
308,IWP-2,ACHN,3.710378,PRCC,3.525729
309,Ibrutinib,ACHN,2.477575,PRCC,5.424554
310,Ipatasertib,ACHN,3.637423,PRCC,3.945877
311,Irinotecan,ACHN,1.841953,PRCC,3.565931
312,JNK Inhibitor VIII,ACHN,5.545224,PRCC,5.853141
313,JQ1,ACHN,3.3159,PRCC,3.186883
314,KRAS (G12C) Inhibitor-12,ACHN,4.642945,PRCC,5.417768
315,KU-55933,ACHN,5.407937,PRCC,5.52635
316,L-Oxonoreleagnine,ACHN,4.120006,PRCC,4.071161
317,LCL161,ACHN,6.148308,PRCC,5.527963
318,LGK974,ACHN,4.498434,PRCC,4.893883
319,LJI308,ACHN,3.89839,PRCC,5.623873
320,LMP744,ACHN,-2.406243,PRCC,0.084839
321,LY2109761,ACHN,5.402934,PRCC,5.634699
322,Lapatinib,ACHN,2.020273,PRCC,3.530497
323,Leflunomide,ACHN,4.903928,PRCC,5.500998
324,Lenalidomide,ACHN,5.743595,PRCC,5.69784
325,Lestaurtinib,ACHN,-1.643785,PRCC,0.781885
326,Linsitinib,ACHN,3.761904,PRCC,4.48905
327,Luminespib,ACHN,-2.152135,PRCC,-1.146224
328,MG-132,ACHN,-1.360388,PRCC,-1.083167
329,MIM1,ACHN,4.469925,PRCC,4.138384
330,MIRA-1,ACHN,4.446781,PRCC,5.912298
331,MK-1775,ACHN,-1.98645,PRCC,1.489438
332,MK-2206,ACHN,2.752459,PRCC,3.353052
333,MK-8776,ACHN,0.521469,PRCC,3.780601
334,ML323,ACHN,4.922186,PRCC,5.156495
335,MN-64,ACHN,4.793599,PRCC,5.317554
336,Methotrexate,ACHN,-2.543643,PRCC,-0.350181
337,Mirin,ACHN,5.629971,PRCC,5.532755
338,Mitoxantrone,ACHN,-1.067999,PRCC,0.774323
339,Motesanib,ACHN,6.100721,PRCC,6.159448
340,Mycophenolic acid,ACHN,0.703245,PRCC,1.4237
341,N-acetyl cysteine,ACHN,11.462716,PRCC,10.484442
342,NU7441,ACHN,3.533912,PRCC,3.897193
343,NVP-ADW742,ACHN,3.903819,PRCC,3.344194
344,Navitoclax,ACHN,3.749973,PRCC,2.898029
345,Nelarabine,ACHN,6.519076,PRCC,6.361209
346,Nilotinib,ACHN,4.272091,PRCC,4.680244
347,Niraparib,ACHN,5.597306,PRCC,4.592073
348,Nutlin-3a (-),ACHN,1.698458,PRCC,4.486884
349,OF-1,ACHN,4.212001,PRCC,4.221301
350,OSI-027,ACHN,1.758053,PRCC,2.733042
351,OTX015,ACHN,2.06173,PRCC,3.775762
352,Obatoclax Mesylate,ACHN,0.554357,PRCC,0.815457
353,Olaparib,ACHN,4.333047,PRCC,4.941358
354,Osimertinib,ACHN,0.182227,PRCC,2.27324
355,Oxaliplatin,ACHN,3.543992,PRCC,5.063191
356,P22077,ACHN,5.20943,PRCC,5.141351
357,PCI-34051,ACHN,4.867188,PRCC,4.898614
358,PD0325901,ACHN,0.994646,PRCC,1.672548
359,PD173074,ACHN,2.759714,PRCC,4.216202
360,PFI-1,ACHN,4.767081,PRCC,4.484066
361,PFI3,ACHN,6.035143,PRCC,5.588801
362,PLX-4720,ACHN,2.446665,PRCC,4.625336
363,POMHEX,ACHN,1.01141,PRCC,1.72529
364,PRIMA-1MET,ACHN,3.723946,PRCC,5.294538
365,PRT062607,ACHN,2.585657,PRCC,3.902361
366,Paclitaxel,ACHN,-0.263759,PRCC,-0.536277
367,Palbociclib,ACHN,0.850143,PRCC,4.082903
368,Pevonedistat,ACHN,-0.075604,PRCC,1.121577
369,Picolinici-acid,ACHN,5.989337,PRCC,5.557455
370,Pictilisib,ACHN,0.64737,PRCC,1.912285
371,Podophyllotoxin bromide,ACHN,-0.702862,PRCC,-0.013172
372,Pyridostatin,ACHN,5.040655,PRCC,4.240675
373,RO-3306,ACHN,4.366984,PRCC,4.422172
374,RVX-208,ACHN,5.335902,PRCC,5.458646
375,Rapamycin,ACHN,-3.016686,PRCC,-0.936079
376,Refametinib,ACHN,2.01324,PRCC,2.539297
377,Ribociclib,ACHN,3.624753,PRCC,4.141339
378,Romidepsin,ACHN,-4.299404,PRCC,-4.586835
379,Rucaparib,ACHN,4.593113,PRCC,4.515328
380,Ruxolitinib,ACHN,5.44509,PRCC,5.239573
381,SB216763,ACHN,5.998274,PRCC,5.661347
382,SB590885,ACHN,5.3637,PRCC,5.196774
383,SCH772984,ACHN,2.72762,PRCC,3.407834
384,SGC-CBP30,ACHN,4.341927,PRCC,4.193226
385,SGC0946,ACHN,2.886905,PRCC,2.539255
386,SN-38,ACHN,-2.199607,PRCC,-3.055059
387,Sabutoclax,ACHN,-0.525364,PRCC,0.21577
388,Sapitinib,ACHN,1.666861,PRCC,5.026853
389,Savolitinib,ACHN,3.770336,PRCC,3.015097
390,Schweinfurthin A,ACHN,1.253424,PRCC,1.850149
391,Selumetinib,ACHN,3.789278,PRCC,4.322882
392,Sepantronium bromide,ACHN,-4.101284,PRCC,-2.883668
393,Serdemetan,ACHN,2.799217,PRCC,4.355891
394,Sinularin,ACHN,3.568794,PRCC,4.116104
395,Sorafenib,ACHN,2.700304,PRCC,3.073632
396,Staurosporine,ACHN,-1.020452,PRCC,-1.844498
397,TW 37,ACHN,0.73388,PRCC,1.336448
398,Talazoparib,ACHN,2.253804,PRCC,4.139729
399,Tamoxifen,ACHN,3.605091,PRCC,4.128365
400,Tanespimycin,ACHN,-0.214319,PRCC,0.63201
401,Taselisib,ACHN,1.812633,PRCC,2.63725
402,Telomerase Inhibitor IX,ACHN,-0.018769,PRCC,0.69686
403,Temozolomide,ACHN,6.978198,PRCC,7.179426
404,Temsirolimus,ACHN,1.443365,PRCC,2.093246
405,Teniposide,ACHN,-1.171244,PRCC,0.940379
406,Topotecan,ACHN,-1.018222,PRCC,0.689327
407,Trametinib,ACHN,-0.129123,PRCC,0.879469
408,UMI-77,ACHN,4.86308,PRCC,3.109346
409,UNC0379,ACHN,2.220691,PRCC,4.57318
410,UNC0638,ACHN,5.471017,PRCC,4.986453
411,Ulixertinib,ACHN,1.462925,PRCC,3.339645
412,Uprosertib,ACHN,3.569891,PRCC,3.904
413,VE-822,ACHN,1.770356,PRCC,4.347191
414,VE821,ACHN,3.377714,PRCC,4.983521
415,VX-11e,ACHN,2.623362,PRCC,3.304678
416,Veliparib,ACHN,5.170627,PRCC,5.593016
417,Venetoclax,ACHN,2.748662,PRCC,3.345265
418,Vinblastine,ACHN,-3.021559,PRCC,-2.494836
419,Vincristine,ACHN,-0.587231,PRCC,-0.025861
420,Vinorelbine,ACHN,-1.745668,PRCC,-1.303646
421,Vismodegib,ACHN,4.024151,PRCC,5.500591
422,Vorinostat,ACHN,1.630446,PRCC,2.098836
423,WEHI-539,ACHN,5.184013,PRCC,4.43621
424,WIKI4,ACHN,4.520483,PRCC,3.926522
425,WZ4003,ACHN,2.899449,PRCC,4.528505
426,Wee1 Inhibitor,ACHN,-0.428905,PRCC,2.771776
427,Wnt-C59,ACHN,3.864303,PRCC,4.855371
428,XAV939,ACHN,5.057577,PRCC,4.693452
429,YK-4-279,ACHN,2.645586,PRCC,3.301786
430,ZM447439,ACHN,3.347086,PRCC,3.621729
431,Zoledronate,ACHN,4.467281,PRCC,4.191514
432,alpha-lipoic acid,ACHN,7.961647,PRCC,8.189217
433,glutathione,ACHN,9.435667,PRCC,10.026506
434,5-Fluorouracil,HS683,3.704849,ODG,5.333879
435,ABT737,HS683,1.985374,ODG,3.041433
436,AGI-5198,HS683,4.38041,ODG,5.20915
437,AGI-6780,HS683,5.407876,ODG,4.903856
438,AMG-319,HS683,4.649411,ODG,5.015
439,AT13148,HS683,3.20852,ODG,3.055249
440,AZ6102,HS683,2.236887,ODG,2.576307
441,AZ960,HS683,-0.019058,ODG,1.020069
442,AZD3759,HS683,1.449613,ODG,3.059289
443,AZD4547,HS683,5.060307,ODG,2.43589
444,AZD5363,HS683,3.003516,ODG,3.198402
445,AZD5582,HS683,5.072075,ODG,4.396954
446,AZD6482,HS683,3.071549,ODG,3.918088
447,AZD6738,HS683,1.581039,ODG,2.364882
448,AZD7762,HS683,0.038768,ODG,-0.072739
449,AZD8186,HS683,1.81446,ODG,3.128486
450,Afatinib,HS683,3.304372,ODG,2.153882
451,Afuresertib,HS683,1.835028,ODG,2.367994
452,Alisertib,HS683,-1.067861,ODG,0.851947
453,Alpelisib,HS683,2.778799,ODG,4.40837
454,Avagacestat,HS683,5.277643,ODG,5.281497
455,Axitinib,HS683,2.257925,ODG,2.735259
456,BI-2536,HS683,-2.748914,ODG,-2.327501
457,BIBR-1532,HS683,3.328053,ODG,5.337702
458,BMS-345541,HS683,2.64884,ODG,3.1643
459,BMS-536924,HS683,2.326508,ODG,2.030647
460,BMS-754807,HS683,1.428837,ODG,2.318174
461,BX795,HS683,1.683017,ODG,3.106667
462,Bicalutamide,HS683,5.407876,ODG,5.149098
463,Bortezomib,HS683,-4.779859,ODG,-5.120002
464,Bosutinib,HS683,3.781773,ODG,3.276947
465,Buparlisib,HS683,0.600981,ODG,1.226203
466,CCT-018159,HS683,2.400004,ODG,3.854296
467,CCT007093,HS683,4.710467,ODG,5.202259
468,CHIR-99021,HS683,3.195399,ODG,4.758395
469,CZC24832,HS683,5.115348,ODG,5.422628
470,Camptothecin,HS683,-4.145162,ODG,-2.229796
471,Cediranib,HS683,5.300511,ODG,2.078967
472,Crizotinib,HS683,2.698894,ODG,2.422293
473,Cyclophosphamide,HS683,5.407876,ODG,5.543072
474,Dabrafenib,HS683,4.900629,ODG,5.317627
475,Dactinomycin,HS683,-5.506696,ODG,-3.671767
476,Dactolisib,HS683,-2.04939,ODG,-2.046782
477,Daporinad,HS683,2.703565,ODG,-4.761685
478,Dasatinib,HS683,0.389069,ODG,-0.393474
479,Dinaciclib,HS683,-3.159715,ODG,-2.753146
480,Docetaxel,HS683,-6.521924,ODG,-4.318414
481,Doramapimod,HS683,3.19955,ODG,5.493794
482,EHT-1864,HS683,3.798538,ODG,4.258721
483,EPZ004777,HS683,5.077621,ODG,5.50093
484,EPZ5676,HS683,5.142233,ODG,5.924099
485,Elesclomol,HS683,-1.542027,ODG,-1.72502
486,Entinostat,HS683,2.150579,ODG,2.346617
