#,drug,cell_line,IC50,OncotreeCode,prediction
52,Cyclophosphamide,HCC827,7.068307,LUAD,5.948666
53,Cytarabine,HCC827,2.25954,LUAD,3.946383
54,Dabrafenib,HCC827,6.494942,LUAD,5.299944
55,Dacarbazine,HCC827,6.797071,LUAD,6.402115
56,Dactinomycin,HCC827,-3.509835,LUAD,-2.756037
57,Dactolisib,HCC827,-0.743924,LUAD,-1.63377
58,Dasatinib,HCC827,-1.569385,LUAD,-0.774151
59,Dihydrorotenone,HCC827,1.926909,LUAD,1.988454
60,Dinaciclib,HCC827,-3.045723,LUAD,-2.033325
61,Docetaxel,HCC827,-0.806449,LUAD,-2.018757
62,Doramapimod,HCC827,6.395796,LUAD,5.949734
63,EHT-1864,HCC827,4.657623,LUAD,4.172162
64,EPZ004777,HCC827,5.774092,LUAD,6.134833
65,EPZ5676,HCC827,5.850756,LUAD,6.318112
66,Elephantin,HCC827,4.11489,LUAD,4.361036
67,Entinostat,HCC827,-0.061344,LUAD,2.765834
68,Entospletinib,HCC827,5.248491,LUAD,3.375589
69,Epirubicin,HCC827,0.302015,LUAD,0.30499
70,Erlotinib,HCC827,-2.707414,LUAD,3.097792
71,Fludarabine,HCC827,5.613852,LUAD,5.911314
72,Foretinib,HCC827,1.215347,LUAD,1.705287
73,Fulvestrant,HCC827,4.347685,LUAD,4.062886
74,GDC0810,HCC827,6.591395,LUAD,5.402215
75,GNE-317,HCC827,0.670109,LUAD,1.06991
76,GSK-LSD1,HCC827,2.091152,LUAD,2.769518
77,GSK1904529A,HCC827,4.790134,LUAD,4.860305
78,GSK2110183B,HCC827,5.438623,LUAD,4.12411
79,GSK2578215A,HCC827,6.097336,LUAD,5.398886
80,GSK2606414,HCC827,3.852861,LUAD,4.075815
81,GSK2801,HCC827,5.478945,LUAD,5.387332
82,GSK2830371,HCC827,6.682668,LUAD,6.061689
83,GSK343,HCC827,3.689302,LUAD,3.967463
84,GSK591,HCC827,4.344956,LUAD,4.698425
85,GW441756,HCC827,4.333161,LUAD,3.625226
86,Gallibiscoquinazole,HCC827,2.816217,LUAD,3.283874
87,Gefitinib,HCC827,-2.738697,LUAD,3.107241
88,Gemcitabine,HCC827,2.488382,LUAD,2.321117
89,I-BET-762,HCC827,4.108792,LUAD,3.857557
90,I-BRD9,HCC827,7.025837,LUAD,5.036364
91,ICL-SIRT078,HCC827,3.587875,LUAD,4.70647
92,IWP-2,HCC827,1.912871,LUAD,3.553622
93,Ibrutinib,HCC827,4.930049,LUAD,4.33216
94,Ipatasertib,HCC827,4.428936,LUAD,4.772552
95,Irinotecan,HCC827,4.13326,LUAD,4.267455
96,JNK Inhibitor VIII,HCC827,6.47021,LUAD,6.034419
97,JQ1,HCC827,3.797048,LUAD,2.832916
98,KRAS (G12C) Inhibitor-12,HCC827,5.936296,LUAD,5.146334
99,KU-55933,HCC827,6.402763,LUAD,5.407267
100,L-Oxonoreleagnine,HCC827,3.925418,LUAD,4.011468
101,LCL161,HCC827,4.12887,LUAD,5.049878
102,LGK974,HCC827,4.241947,LUAD,4.729122
103,LJI308,HCC827,6.178287,LUAD,5.390038
104,LMP744,HCC827,2.670692,LUAD,0.811077
105,LY2109761,HCC827,5.333651,LUAD,5.532507
106,Lapatinib,HCC827,1.139135,LUAD,3.207242
107,Leflunomide,HCC827,5.431557,LUAD,5.28998
108,Lenalidomide,HCC827,6.196843,LUAD,5.858749
109,Lestaurtinib,HCC827,0.150939,LUAD,1.21946
110,Linsitinib,HCC827,5.207676,LUAD,4.279831
111,Luminespib,HCC827,-1.178819,LUAD,-1.323276
112,MG-132,HCC827,-1.488899,LUAD,-1.351936
113,MIM1,HCC827,5.005143,LUAD,4.641371
114,MIRA-1,HCC827,7.49016,LUAD,6.042
115,MK-1775,HCC827,0.629055,LUAD,1.006748
116,MK-2206,HCC827,3.571288,LUAD,3.514735
117,MK-8776,HCC827,2.227803,LUAD,4.028626
118,ML323,HCC827,5.843242,LUAD,5.090003
119,MN-64,HCC827,5.909207,LUAD,5.017004
120,Methotrexate,HCC827,-0.163374,LUAD,-1.712894
121,Mirin,HCC827,4.332144,LUAD,5.455935
122,Mitoxantrone,HCC827,2.183763,LUAD,2.599573
123,Motesanib,HCC827,6.600753,LUAD,6.298216
124,Mycophenolic acid,HCC827,3.4303,LUAD,3.255363
125,N-acetyl cysteine,HCC827,10.735992,LUAD,10.941717
126,NU7441,HCC827,3.533807,LUAD,3.869419
127,NVP-ADW742,HCC827,3.899977,LUAD,2.969955
128,Navitoclax,HCC827,3.326192,LUAD,2.815658
129,Nelarabine,HCC827,7.272017,LUAD,6.979829
130,Nilotinib,HCC827,5.265869,LUAD,4.126923
131,Niraparib,HCC827,5.389704,LUAD,5.142127
132,Nutlin-3a (-),HCC827,6.196977,LUAD,5.914994
133,OF-1,HCC827,3.666942,LUAD,5.13256
134,OSI-027,HCC827,2.338258,LUAD,2.469284
135,OTX015,HCC827,6.368497,LUAD,2.157932
136,Obatoclax Mesylate,HCC827,0.214271,LUAD,0.982872
137,Olaparib,HCC827,4.128216,LUAD,4.871305
138,Osimertinib,HCC827,-3.593735,LUAD,1.613732
139,Oxaliplatin,HCC827,5.573582,LUAD,5.771776
140,P22077,HCC827,3.348494,LUAD,5.179766
141,PCI-34051,HCC827,6.527695,LUAD,5.013659
142,PD0325901,HCC827,3.312647,LUAD,0.875803
143,PD173074,HCC827,4.979329,LUAD,4.359511
144,PFI-1,HCC827,4.923893,LUAD,4.36802
145,PFI3,HCC827,6.165112,LUAD,5.753584
146,PLX-4720,HCC827,3.303863,LUAD,4.956226
147,POMHEX,HCC827,1.099971,LUAD,2.059964
148,PRIMA-1MET,HCC827,6.004583,LUAD,5.065796
149,PRT062607,HCC827,4.610552,LUAD,3.777049
150,Paclitaxel,HCC827,-0.057143,LUAD,-1.962201
151,Palbociclib,HCC827,6.131633,LUAD,4.042367
152,Pevonedistat,HCC827,2.32072,LUAD,2.030622
153,Picolinici-acid,HCC827,5.621263,LUAD,5.634407
154,Pictilisib,HCC827,1.080641,LUAD,1.365342
155,Podophyllotoxin bromide,HCC827,-0.434334,LUAD,0.689783
156,Pyridostatin,HCC827,3.318982,LUAD,4.439413
157,RO-3306,HCC827,6.559052,LUAD,4.735157
158,RVX-208,HCC827,6.349175,LUAD,5.337145
159,Rapamycin,HCC827,0.070963,LUAD,-1.403841
160,Refametinib,HCC827,2.633088,LUAD,1.647788
161,Remodelin,HCC827,5.244314,LUAD,5.544376
162,Ribociclib,HCC827,5.29779,LUAD,4.260665
163,Romidepsin,HCC827,-5.808266,LUAD,-4.947945
164,Rucaparib,HCC827,3.376308,LUAD,4.737974
165,Ruxolitinib,HCC827,3.707325,LUAD,5.759459
166,SB216763,HCC827,5.519993,LUAD,5.49939
167,SB590885,HCC827,5.632307,LUAD,4.617467
168,SCH772984,HCC827,1.519828,LUAD,2.462183
169,SGC-CBP30,HCC827,5.630287,LUAD,4.96705
170,SGC0946,HCC827,2.557969,LUAD,2.599342
171,SN-38,HCC827,-0.430806,LUAD,3.437464
172,Sabutoclax,HCC827,-1.225513,LUAD,0.810162
173,Savolitinib,HCC827,4.425659,LUAD,3.184423
174,Schweinfurthin A,HCC827,4.285297,LUAD,2.572434
175,Selumetinib,HCC827,3.196617,LUAD,3.979364
176,Sepantronium bromide,HCC827,-4.616246,LUAD,-5.029774
177,Serdemetan,HCC827,3.94838,LUAD,4.497422
178,Sinularin,HCC827,3.103045,LUAD,4.011309
179,Sorafenib,HCC827,3.868251,LUAD,3.29333
180,Staurosporine,HCC827,-1.467606,LUAD,-2.532873
181,Talazoparib,HCC827,5.426588,LUAD,4.578629
182,Tamoxifen,HCC827,4.133604,LUAD,4.185057
183,Tanespimycin,HCC827,1.484273,LUAD,-0.081535
184,Taselisib,HCC827,1.636005,LUAD,1.983337
185,Telomerase Inhibitor IX,HCC827,2.288275,LUAD,1.452784
186,Temozolomide,HCC827,7.065678,LUAD,7.377537
187,Temsirolimus,HCC827,1.814163,LUAD,1.777092
188,Teniposide,HCC827,2.526709,LUAD,1.866902
189,Topotecan,HCC827,1.38073,LUAD,1.5615
190,Trametinib,HCC827,2.250742,LUAD,-0.291217
191,UMI-77,HCC827,3.498521,LUAD,3.189549
192,UNC0379,HCC827,3.765204,LUAD,4.018579
193,UNC0638,HCC827,5.298255,LUAD,4.936879
194,Ulixertinib,HCC827,4.95217,LUAD,2.831732
195,Uprosertib,HCC827,4.478582,LUAD,4.230968
196,VE-822,HCC827,5.554657,LUAD,3.638345
197,VE821,HCC827,3.082994,LUAD,4.906826
198,VX-11e,HCC827,2.985633,LUAD,3.125965
199,Veliparib,HCC827,6.252406,LUAD,5.734381
200,Venetoclax,HCC827,4.727563,LUAD,3.497821
201,Vinblastine,HCC827,-1.382337,LUAD,-1.615741
202,Vincristine,HCC827,-2.032066,LUAD,0.25244
203,Vinorelbine,HCC827,-1.832171,LUAD,-1.063068
204,Vismodegib,HCC827,6.367726,LUAD,5.575633
205,Vorinostat,HCC827,2.554634,LUAD,2.62783
206,WEHI-539,HCC827,4.807175,LUAD,4.328659
207,WIKI4,HCC827,4.14231,LUAD,3.745811
208,WZ4003,HCC827,3.106007,LUAD,3.928654
209,Wee1 Inhibitor,HCC827,2.799336,LUAD,3.234094
210,Wnt-C59,HCC827,3.909002,LUAD,4.948004
211,XAV939,HCC827,3.172621,LUAD,4.510709
212,YK-4-279,HCC827,4.201303,LUAD,3.726754
213,ZM447439,HCC827,3.100615,LUAD,3.105904
214,Zoledronate,HCC827,4.979429,LUAD,4.71127
215,alpha-lipoic acid,HCC827,9.101132,LUAD,8.69853
216,glutathione,HCC827,10.39662,LUAD,9.949083
217,5-Fluorouracil,PC14,4.138791,LUAD,5.870763
218,5-azacytidine,PC14,2.782368,LUAD,4.026801
219,A-366,PC14,4.651003,LUAD,5.537144
220,ABT737,PC14,2.341568,LUAD,2.635267
221,AGI-5198,PC14,5.232588,LUAD,4.940324
222,AGI-6780,PC14,5.228069,LUAD,4.966678
223,AGK2,PC14,3.164392,LUAD,3.288974
224,AMG-319,PC14,5.707739,LUAD,5.54191
225,AT13148,PC14,3.423253,LUAD,4.374227
226,AZ6102,PC14,2.563613,LUAD,2.753654
227,AZ960,PC14,0.918031,LUAD,2.711848
228,AZD1208,PC14,6.797541,LUAD,5.540574
229,AZD1332,PC14,6.078735,LUAD,4.52821
230,AZD2014,PC14,1.202671,LUAD,2.418024
231,AZD3759,PC14,-2.405717,LUAD,2.689164
232,AZD4547,PC14,3.271007,LUAD,3.476127
233,AZD5153,PC14,2.617016,LUAD,3.005748
234,AZD5363,PC14,2.54706,LUAD,3.110197
235,AZD5438,PC14,3.039002,LUAD,2.949202
236,AZD5582,PC14,1.962066,LUAD,2.843658
237,AZD5991,PC14,7.420581,LUAD,5.814764
238,AZD6482,PC14,4.239959,LUAD,3.847668
239,AZD6738,PC14,0.899934,LUAD,2.43933
240,AZD7762,PC14,-1.078449,LUAD,0.452404
241,AZD8055,PC14,-0.514323,LUAD,0.458496
242,AZD8186,PC14,3.333335,LUAD,3.082723
243,Acetalax,PC14,5.398282,LUAD,5.463092
244,Afatinib,PC14,-3.530785,LUAD,1.417494
245,Afuresertib,PC14,2.23758,LUAD,2.627022
246,Alisertib,PC14,0.913915,LUAD,3.116152
247,Alpelisib,PC14,3.652979,LUAD,3.331055
248,Avagacestat,PC14,5.539423,LUAD,5.560428
249,Axitinib,PC14,3.249825,LUAD,3.567181
250,BI-2536,PC14,-2.902348,LUAD,-0.665973
251,BIBR-1532,PC14,6.257053,LUAD,5.1479
252,BMS-345541,PC14,2.735978,LUAD,4.405455
253,BMS-536924,PC14,1.121395,LUAD,2.353715
254,BMS-754807,PC14,3.205969,LUAD,2.074306
255,BX795,PC14,2.470235,LUAD,3.509895
256,Bicalutamide,PC14,5.698915,LUAD,5.071063
257,Bleomycin,PC14,1.885852,LUAD,3.567859
258,Bleomycin (50 uM),PC14,1.352584,LUAD,3.613968
259,Bortezomib,PC14,-4.628624,LUAD,-4.995444
260,Bosutinib,PC14,-0.704709,LUAD,3.049813
261,Bromosporine,PC14,3.939281,LUAD,3.060837
262,Buparlisib,PC14,0.87699,LUAD,1.555242
263,CCT-018159,PC14,1.809903,LUAD,4.295779
264,CCT007093,PC14,5.420619,LUAD,5.527898
265,CHIR-99021,PC14,5.418055,LUAD,5.739967
266,CPI-637,PC14,4.707456,LUAD,5.181801
267,CZC24832,PC14,5.927456,LUAD,5.482068
268,Camptothecin,PC14,-2.260841,LUAD,-0.938768
269,Carmustine,PC14,7.381165,LUAD,7.031434
270,Cediranib,PC14,0.280926,LUAD,2.492771
271,Cisplatin,PC14,3.588262,LUAD,4.338869
272,Crizotinib,PC14,1.965356,LUAD,3.67837
273,Cyclophosphamide,PC14,6.285854,LUAD,5.604364
274,Cytarabine,PC14,1.661593,LUAD,3.651999
275,Dabrafenib,PC14,5.299505,LUAD,5.556789
276,Dacarbazine,PC14,6.574777,LUAD,6.013421
277,Dactinomycin,PC14,-3.292126,LUAD,-3.281835
278,Dactolisib,PC14,-2.311859,LUAD,-1.49384
279,Daporinad,PC14,-3.435059,LUAD,-3.663562
280,Dasatinib,PC14,-1.950497,LUAD,0.738413
281,Dihydrorotenone,PC14,0.536773,LUAD,0.73661
282,Dinaciclib,PC14,-3.640036,LUAD,-2.443263
283,Docetaxel,PC14,-5.03701,LUAD,-4.400187
284,Doramapimod,PC14,4.747444,LUAD,5.71721
285,EHT-1864,PC14,3.722729,LUAD,3.845522
286,EPZ004777,PC14,5.557169,LUAD,5.806535
287,EPZ5676,PC14,6.716941,LUAD,6.033854
288,Elephantin,PC14,4.838855,LUAD,4.769992
289,Elesclomol,PC14,-1.924774,LUAD,-0.021737
290,Entinostat,PC14,1.382918,LUAD,2.993201
291,Entospletinib,PC14,2.503902,LUAD,4.049235
292,Epirubicin,PC14,-0.498431,LUAD,0.222619
293,Erlotinib,PC14,-2.165833,LUAD,2.967352
294,Fludarabine,PC14,6.048397,LUAD,5.601323
295,Foretinib,PC14,0.812795,LUAD,1.650586
296,Fulvestrant,PC14,4.693725,LUAD,3.901155
297,GDC0810,PC14,5.259641,LUAD,5.478191
298,GNE-317,PC14,0.140996,LUAD,1.19355
299,GSK-LSD1,PC14,2.878412,LUAD,2.821464
300,GSK1904529A,PC14,4.594172,LUAD,4.417759
301,GSK2110183B,PC14,3.174015,LUAD,3.846799
302,GSK2578215A,PC14,5.412372,LUAD,5.522239
303,GSK2606414,PC14,3.455609,LUAD,4.276649
304,GSK269962A,PC14,3.179587,LUAD,3.205559
305,GSK2801,PC14,5.237964,LUAD,5.137138
306,GSK2830371,PC14,6.605547,LUAD,6.12756
307,GSK343,PC14,3.482147,LUAD,3.835005
308,GSK591,PC14,3.997909,LUAD,4.657811
309,GW441756,PC14,4.24711,LUAD,3.31425
310,Gallibiscoquinazole,PC14,3.77078,LUAD,3.318646
311,Gefitinib,PC14,-1.397133,LUAD,3.490118
312,Gemcitabine,PC14,-1.300914,LUAD,2.719152
313,I-BET-762,PC14,4.243052,LUAD,4.769421
314,I-BRD9,PC14,5.212693,LUAD,5.294026
315,ICL-SIRT078,PC14,3.469139,LUAD,4.646912
316,IOX2,PC14,4.185974,LUAD,2.91319
317,IWP-2,PC14,3.701118,LUAD,3.220931
318,Ibrutinib,PC14,-0.027766,LUAD,4.672109
319,Ipatasertib,PC14,2.986795,LUAD,3.682705
320,Irinotecan,PC14,2.992119,LUAD,3.930272
321,JNK Inhibitor VIII,PC14,5.60303,LUAD,5.633539
322,JQ1,PC14,3.260705,LUAD,3.353451
323,KRAS (G12C) Inhibitor-12,PC14,3.515464,LUAD,5.206184
324,KU-55933,PC14,6.78018,LUAD,5.24969
325,L-Oxonoreleagnine,PC14,4.217875,LUAD,4.011202
326,LCL161,PC14,4.97377,LUAD,5.378283
327,LGK974,PC14,4.078761,LUAD,4.400013
328,LJI308,PC14,4.956674,LUAD,5.618764
329,LMP744,PC14,-0.602538,LUAD,1.256378
330,LY2109761,PC14,4.690283,LUAD,5.761133
331,Lapatinib,PC14,0.498939,LUAD,2.493288
332,Leflunomide,PC14,5.55437,LUAD,5.282102
333,Lenalidomide,PC14,6.977512,LUAD,5.625075
334,Lestaurtinib,PC14,-1.406138,LUAD,1.303786
335,Linsitinib,PC14,4.590801,LUAD,4.209083
336,Luminespib,PC14,-3.585377,LUAD,-1.09718
337,MG-132,PC14,-1.146146,LUAD,-1.388982
338,MIM1,PC14,4.727622,LUAD,4.397664
339,MIRA-1,PC14,6.455351,LUAD,6.033752
340,MK-1775,PC14,-1.029369,LUAD,0.563972
341,MK-2206,PC14,2.558908,LUAD,3.337335
342,MK-8776,PC14,2.320136,LUAD,3.823363
343,ML323,PC14,4.24461,LUAD,4.847605
344,MN-64,PC14,6.129964,LUAD,4.92605
345,Methotrexate,PC14,-0.801945,LUAD,-1.271439
346,Mirin,PC14,4.978771,LUAD,5.65109
347,Mitoxantrone,PC14,0.550868,LUAD,2.347526
348,Motesanib,PC14,7.156553,LUAD,6.154028
349,Mycophenolic acid,PC14,2.339659,LUAD,3.577412
350,N-acetyl cysteine,PC14,10.319507,LUAD,10.84045
351,NU7441,PC14,3.187732,LUAD,3.773527
352,NVP-ADW742,PC14,2.746289,LUAD,3.075143
353,Navitoclax,PC14,4.962459,LUAD,2.617806
354,Nelarabine,PC14,7.574493,LUAD,6.672387
355,Nilotinib,PC14,3.915461,LUAD,4.582771
356,Niraparib,PC14,4.427267,LUAD,5.072393
357,Nutlin-3a (-),PC14,5.514282,LUAD,6.24349
358,OF-1,PC14,3.795572,LUAD,4.678375
359,OSI-027,PC14,3.290964,LUAD,2.966609
360,OTX015,PC14,3.147328,LUAD,3.784065
361,Obatoclax Mesylate,PC14,-0.445805,LUAD,1.094833
362,Olaparib,PC14,4.303406,LUAD,4.988499
363,Osimertinib,PC14,-3.304462,LUAD,1.406334
364,Oxaliplatin,PC14,5.500469,LUAD,5.827568
365,P22077,PC14,6.254025,LUAD,4.910491
366,PCI-34051,PC14,5.159949,LUAD,5.132931
367,PD0325901,PC14,0.810648,LUAD,2.556559
368,PD173074,PC14,3.861776,LUAD,4.574629
369,PF-4708671,PC14,4.080077,LUAD,4.208137
370,PFI-1,PC14,5.549546,LUAD,4.633108
371,PFI3,PC14,6.91074,LUAD,5.575818
372,PLX-4720,PC14,4.082857,LUAD,4.809005
373,POMHEX,PC14,2.759214,LUAD,1.869519
374,PRIMA-1MET,PC14,6.120827,LUAD,6.092162
375,PRT062607,PC14,2.003212,LUAD,4.041547
376,Paclitaxel,PC14,-4.324666,LUAD,-3.582581
377,Palbociclib,PC14,3.797205,LUAD,4.559023
378,Pevonedistat,PC14,1.391274,LUAD,1.374823
379,Picolinici-acid,PC14,6.493716,LUAD,5.462047
380,Pictilisib,PC14,1.123065,LUAD,0.907731
381,Piperlongumine,PC14,3.87927,LUAD,4.561055
382,Podophyllotoxin bromide,PC14,-1.113967,LUAD,0.642975
383,Pyridostatin,PC14,3.555248,LUAD,4.023262
384,RO-3306,PC14,3.365589,LUAD,4.56701
385,RVX-208,PC14,6.546117,LUAD,5.524518
386,Rapamycin,PC14,-2.392234,LUAD,-2.010236
387,Refametinib,PC14,1.632968,LUAD,2.779993
388,Remodelin,PC14,4.393664,LUAD,5.095707
389,Ribociclib,PC14,4.220373,LUAD,4.415998
390,Romidepsin,PC14,-5.638503,LUAD,-5.011654
391,Rucaparib,PC14,4.241976,LUAD,4.649011
392,Ruxolitinib,PC14,3.816596,LUAD,5.325128
393,SB216763,PC14,6.354427,LUAD,5.383728
394,SB505124,PC14,3.756379,LUAD,4.368253
395,SB590885,PC14,6.795044,LUAD,4.812645
396,SCH772984,PC14,2.200315,LUAD,3.162823
397,SGC-CBP30,PC14,4.602588,LUAD,4.625138
398,SGC0946,PC14,3.162286,LUAD,2.222808
399,SL0101,PC14,6.081525,LUAD,5.247487
400,SN-38,PC14,-2.859507,LUAD,-0.252739
401,Sabutoclax,PC14,-0.551162,LUAD,0.871193
402,Sapitinib,PC14,-3.771513,LUAD,3.58676
403,Savolitinib,PC14,3.935786,LUAD,2.849757
404,Schweinfurthin A,PC14,4.451199,LUAD,2.599094
405,Selumetinib,PC14,3.661364,LUAD,4.804475
406,Sepantronium bromide,PC14,-4.080156,LUAD,-4.253401
407,Serdemetan,PC14,2.7371,LUAD,4.265546
408,Sinularin,PC14,4.726871,LUAD,4.080854
409,Sorafenib,PC14,2.915158,LUAD,3.086861
410,Staurosporine,PC14,-4.374277,LUAD,-2.636015
411,TW 37,PC14,0.612038,LUAD,2.344877
412,Talazoparib,PC14,3.008351,LUAD,4.611552
413,Tamoxifen,PC14,4.925683,LUAD,4.080289
414,Tanespimycin,PC14,-2.585902,LUAD,0.356168
415,Taselisib,PC14,1.910559,LUAD,1.494662
416,Telomerase Inhibitor IX,PC14,1.384488,LUAD,1.902768
417,Temozolomide,PC14,6.866748,LUAD,7.309202
418,Temsirolimus,PC14,0.477702,LUAD,1.963523
419,Teniposide,PC14,0.572942,LUAD,1.828966
420,Topotecan,PC14,0.401295,LUAD,0.975622
421,Tozasertib,PC14,2.29942,LUAD,3.603302
422,Trametinib,PC14,-0.29601,LUAD,0.83087
423,Tretinoin,PC14,5.661629,LUAD,5.302408
424,UMI-77,PC14,3.500488,LUAD,3.305762
425,UNC0379,PC14,3.223946,LUAD,4.228775
426,UNC0638,PC14,4.49043,LUAD,4.930127
427,Ulixertinib,PC14,2.609317,LUAD,3.097648
428,Uprosertib,PC14,2.151562,LUAD,3.775377
429,VE-822,PC14,1.234501,LUAD,3.559473
430,VE821,PC14,3.063726,LUAD,4.72275
431,VX-11e,PC14,2.184393,LUAD,3.42069
432,Veliparib,PC14,7.083729,LUAD,5.67315
433,Venetoclax,PC14,2.101849,LUAD,3.105272
434,Vinblastine,PC14,-4.817148,LUAD,-3.446029
435,Vincristine,PC14,-2.860375,LUAD,-0.852395
436,Vinorelbine,PC14,-4.385509,LUAD,-3.006796
437,Vismodegib,PC14,5.228461,LUAD,5.484967
438,Vorinostat,PC14,1.42957,LUAD,2.25903
439,WEHI-539,PC14,4.853437,LUAD,4.07413
440,WIKI4,PC14,3.392275,LUAD,4.012195
441,WZ4003,PC14,3.786859,LUAD,4.586646
442,Wee1 Inhibitor,PC14,1.413502,LUAD,2.897461
443,Wnt-C59,PC14,4.343303,LUAD,4.422963
444,XAV939,PC14,4.803742,LUAD,4.792455
445,YK-4-279,PC14,1.433698,LUAD,2.862487
446,ZM447439,PC14,1.838791,LUAD,3.060148
447,Zoledronate,PC14,5.591058,LUAD,4.491779
448,alpha-lipoic acid,PC14,8.290598,LUAD,8.345188
449,glutathione,PC14,9.942259,LUAD,10.018887
450,5-Fluorouracil,RERFLCSQ1,3.52607,LUSC,4.857307
451,5-azacytidine,RERFLCSQ1,3.400675,LUSC,3.284196
452,A-366,RERFLCSQ1,5.885779,LUSC,4.62993
453,ABT737,RERFLCSQ1,2.578252,LUSC,2.684094
454,AGI-5198,RERFLCSQ1,5.229365,LUSC,4.826415
455,AGI-6780,RERFLCSQ1,4.054786,LUSC,4.462158
456,AGK2,RERFLCSQ1,3.154074,LUSC,3.176969
457,AMG-319,RERFLCSQ1,5.551092,LUSC,4.654746
458,AT13148,RERFLCSQ1,5.555829,LUSC,1.854603
459,AZ6102,RERFLCSQ1,1.912637,LUSC,2.126181
460,AZ960,RERFLCSQ1,3.77714,LUSC,1.05447
461,AZD1208,RERFLCSQ1,5.830334,LUSC,4.982435
462,AZD1332,RERFLCSQ1,4.248283,LUSC,2.285043
463,AZD2014,RERFLCSQ1,1.518004,LUSC,1.732921
464,AZD3759,RERFLCSQ1,0.682549,LUSC,2.638169
465,AZD4547,RERFLCSQ1,2.54367,LUSC,2.874094
466,AZD5153,RERFLCSQ1,3.51969,LUSC,1.824366
467,AZD5363,RERFLCSQ1,1.051042,LUSC,1.700078
468,AZD5438,RERFLCSQ1,2.173222,LUSC,1.778443
469,AZD5582,RERFLCSQ1,4.830349,LUSC,1.680095
470,AZD5991,RERFLCSQ1,3.308381,LUSC,3.734595
471,AZD6738,RERFLCSQ1,1.387042,LUSC,1.950278
472,AZD7762,RERFLCSQ1,0.099105,LUSC,-0.407907
473,AZD8055,RERFLCSQ1,-1.408646,LUSC,-0.503935
474,AZD8186,RERFLCSQ1,3.674451,LUSC,2.26586
475,Acetalax,RERFLCSQ1,4.90611,LUSC,5.112389
476,Afatinib,RERFLCSQ1,-0.950875,LUSC,1.47528
477,Afuresertib,RERFLCSQ1,0.247026,LUSC,1.170905
478,Alisertib,RERFLCSQ1,1.682996,LUSC,1.492244
479,Alpelisib,RERFLCSQ1,1.567497,LUSC,2.30444
480,Avagacestat,RERFLCSQ1,5.147388,LUSC,4.816413
