,drug,cell_line,IC50
54,Daporinad,22RV1,-3.112784
55,Dasatinib,22RV1,4.203067
56,Dihydrorotenone,22RV1,1.840438
57,Dinaciclib,22RV1,-2.715792
58,Docetaxel,22RV1,-2.839407
59,Doramapimod,22RV1,6.475129
60,EHT-1864,22RV1,4.235458
61,EPZ5676,22RV1,6.343132
62,Elephantin,22RV1,3.359992
63,Entinostat,22RV1,1.987387
64,Entospletinib,22RV1,5.335641
65,Epirubicin,22RV1,-1.427706
66,Erlotinib,22RV1,4.439637
67,Foretinib,22RV1,2.452178
68,Fulvestrant,22RV1,4.580928
69,GDC0810,22RV1,6.444654
70,GNE-317,22RV1,-0.17
71,GSK-LSD1,22RV1,3.011643
72,GSK1904529A,22RV1,4.40755
73,GSK2110183B,22RV1,2.124287
74,GSK2578215A,22RV1,6.124603
75,GSK2606414,22RV1,3.576363
76,GSK2801,22RV1,6.109209
77,GSK2830371,22RV1,6.076753
78,GSK343,22RV1,4.442465
79,GSK591,22RV1,6.043719
80,GW441756,22RV1,4.731265
81,Gallibiscoquinazole,22RV1,3.323243
82,Gefitinib,22RV1,4.315802
83,Gemcitabine,22RV1,-2.883793
84,I-BET-762,22RV1,2.28072
85,I-BRD9,22RV1,5.643544
86,ICL-SIRT078,22RV1,5.018785
87,IWP-2,22RV1,4.036203
88,Ibrutinib,22RV1,5.403357
89,Ipatasertib,22RV1,3.593688
90,Irinotecan,22RV1,2.222536
91,JQ1,22RV1,2.439388
92,KRAS (G12C) Inhibitor-12,22RV1,2.835576
93,LCL161,22RV1,5.787252
94,LGK974,22RV1,5.040647
95,LJI308,22RV1,5.298182
96,LMP744,22RV1,-1.957433
97,LY2109761,22RV1,5.936712
98,Lapatinib,22RV1,3.516958
99,Leflunomide,22RV1,5.715007
100,Lenalidomide,22RV1,6.214894
101,Lestaurtinib,22RV1,0.779534
102,Linsitinib,22RV1,3.596753
103,Luminespib,22RV1,-2.047939
104,MG-132,22RV1,-1.597174
105,MIM1,22RV1,4.773134
106,MIRA-1,22RV1,6.109497
107,MK-1775,22RV1,2.454693
108,MK-2206,22RV1,1.451813
109,MK-8776,22RV1,3.939079
110,ML323,22RV1,4.858924
111,MN-64,22RV1,6.20477
112,Methotrexate,22RV1,0.448684
113,Mirin,22RV1,4.834877
114,Mitoxantrone,22RV1,-0.18664
115,Motesanib,22RV1,6.475988
116,Mycophenolic acid,22RV1,2.501541
117,N-acetyl cysteine,22RV1,9.416855
118,NU7441,22RV1,4.462832
119,NVP-ADW742,22RV1,2.59346
120,Navitoclax,22RV1,4.803093
121,Nelarabine,22RV1,6.720936
122,Nilotinib,22RV1,4.238712
123,Niraparib,22RV1,3.559028
124,Nutlin-3a (-),22RV1,2.716152
125,OF-1,22RV1,4.981523
126,OSI-027,22RV1,1.119958
127,OTX015,22RV1,3.040589
128,Obatoclax Mesylate,22RV1,0.980832
129,Olaparib,22RV1,4.811496
130,Osimertinib,22RV1,3.22546
131,Oxaliplatin,22RV1,3.173693
132,P22077,22RV1,6.470562
133,PCI-34051,22RV1,5.772326
134,PD0325901,22RV1,1.264776
135,PD173074,22RV1,3.830967
136,PFI-1,22RV1,3.564366
137,PLX-4720,22RV1,5.504357
138,POMHEX,22RV1,2.156797
139,PRIMA-1MET,22RV1,3.351648
140,PRT062607,22RV1,1.879975
141,Paclitaxel,22RV1,-2.240796
142,Palbociclib,22RV1,2.253138
143,Picolinici-acid,22RV1,6.430491
144,Podophyllotoxin bromide,22RV1,-0.355127
145,Pyridostatin,22RV1,3.071326
146,RO-3306,22RV1,3.511002
147,RVX-208,22RV1,4.562817
148,Rapamycin,22RV1,-4.382138
149,Refametinib,22RV1,2.966536
150,Ribociclib,22RV1,2.299274
151,Ruxolitinib,22RV1,6.440741
152,SB216763,22RV1,5.831497
153,SB590885,22RV1,5.722726
154,SCH772984,22RV1,3.056805
155,SGC-CBP30,22RV1,4.973866
156,SGC0946,22RV1,3.799297
157,SN-38,22RV1,-4.972312
158,Sabutoclax,22RV1,-1.004245
159,Schweinfurthin A,22RV1,1.454677
160,Selumetinib,22RV1,3.754136
161,Sinularin,22RV1,4.319845
162,Sorafenib,22RV1,3.52718
163,Staurosporine,22RV1,-2.50979
164,TW 37,22RV1,0.804539
165,Talazoparib,22RV1,2.51956
166,Tamoxifen,22RV1,3.733367
167,Tanespimycin,22RV1,2.390068
168,Taselisib,22RV1,0.963836
169,Telomerase Inhibitor IX,22RV1,0.5335
170,Temozolomide,22RV1,7.842775
171,Teniposide,22RV1,0.35478
172,Topotecan,22RV1,-0.69901
173,Trametinib,22RV1,1.325603
174,UMI-77,22RV1,2.127041
175,UNC0379,22RV1,1.779301
176,UNC0638,22RV1,4.060162
177,Uprosertib,22RV1,1.201932
178,VE-822,22RV1,4.436175
179,VE821,22RV1,6.013336
180,VX-11e,22RV1,3.738037
181,Veliparib,22RV1,6.060621
182,Venetoclax,22RV1,4.398981
183,Vinblastine,22RV1,-4.384381
184,Vincristine,22RV1,-2.006153
185,Vinorelbine,22RV1,-3.401996
186,Vismodegib,22RV1,5.391738
187,WEHI-539,22RV1,5.052249
188,WIKI4,22RV1,4.876028
189,WZ4003,22RV1,4.30083
190,Wee1 Inhibitor,22RV1,2.788358
191,XAV939,22RV1,5.022698
192,YK-4-279,22RV1,2.770574
193,ZM447439,22RV1,5.667987
194,Zoledronate,22RV1,4.115569
195,alpha-lipoic acid,22RV1,7.94115
196,5-Fluorouracil,2313287,1.80734
197,5-azacytidine,2313287,2.032212
198,A-366,2313287,3.967544
199,ABT737,2313287,2.960491
200,AGI-5198,2313287,5.008851
201,AGK2,2313287,4.032236
202,AMG-319,2313287,4.475098
203,AT13148,2313287,1.363643
204,AZ6102,2313287,1.983756
205,AZ960,2313287,1.506737
206,AZD1208,2313287,4.68345
207,AZD1332,2313287,1.934366
208,AZD2014,2313287,-0.379516
209,AZD3759,2313287,3.05953
210,AZD4547,2313287,1.273797
211,AZD5153,2313287,0.629696
212,AZD5363,2313287,0.994665
213,AZD5438,2313287,1.445273
214,AZD5582,2313287,0.908576
215,AZD5991,2313287,2.958949
216,AZD6738,2313287,1.483559
217,AZD7762,2313287,0.289922
218,AZD8055,2313287,0.264418
219,AZD8186,2313287,0.495401
220,Acetalax,2313287,1.242253
221,Afatinib,2313287,1.160219
222,Afuresertib,2313287,0.889532
223,Alisertib,2313287,4.399427
224,Avagacestat,2313287,5.449439
225,Axitinib,2313287,4.202567
226,BI-2536,2313287,-2.982427
227,BMS-345541,2313287,1.656376
228,BMS-536924,2313287,2.215589
229,BMS-754807,2313287,5.156278
230,Bleomycin,2313287,1.457645
231,Bleomycin (50 uM),2313287,2.323286
232,Bortezomib,2313287,-5.380804
233,Bosutinib,2313287,3.661781
234,Bromosporine,2313287,2.611873
235,Buparlisib,2313287,-0.051021
236,CCT007093,2313287,5.482005
237,CPI-637,2313287,5.462926
238,CZC24832,2313287,4.370623
239,Camptothecin,2313287,-2.756992
240,Carmustine,2313287,6.075636
241,Cediranib,2313287,1.636159
242,Cisplatin,2313287,3.955512
243,Crizotinib,2313287,4.191522
244,Cyclophosphamide,2313287,4.4969
245,Cytarabine,2313287,0.064147
246,Dabrafenib,2313287,5.447447
247,Dactinomycin,2313287,-4.584971
248,Dasatinib,2313287,1.797167
249,Dihydrorotenone,2313287,0.68211
250,Dinaciclib,2313287,-3.018051
251,Doramapimod,2313287,4.058076
252,EHT-1864,2313287,3.728607
253,EPZ004777,2313287,5.516564
254,EPZ5676,2313287,5.67488
255,Elephantin,2313287,3.92072
256,Entinostat,2313287,2.205643
257,Entospletinib,2313287,3.930231
258,Epirubicin,2313287,-1.983839
259,Erlotinib,2313287,1.939712
260,Foretinib,2313287,1.257734
261,Fulvestrant,2313287,3.554671
262,GDC0810,2313287,4.527326
263,GNE-317,2313287,-0.836541
264,GSK-LSD1,2313287,2.965709
265,GSK1904529A,2313287,3.312799
266,GSK2110183B,2313287,1.317244
267,GSK2578215A,2313287,5.077134
268,GSK2606414,2313287,3.058416
269,GSK2801,2313287,5.289963
270,GSK2830371,2313287,5.059934
271,GSK343,2313287,2.946924
272,GSK591,2313287,3.417379
273,GW441756,2313287,3.216714
274,Gallibiscoquinazole,2313287,2.094836
275,Gefitinib,2313287,1.812306
276,Gemcitabine,2313287,-2.099618
277,I-BET-762,2313287,3.634758
278,I-BRD9,2313287,3.415534
279,IWP-2,2313287,3.052355
280,Ibrutinib,2313287,5.160096
281,Ipatasertib,2313287,1.733251
282,Irinotecan,2313287,1.902587
283,JNK Inhibitor VIII,2313287,3.922216
284,JQ1,2313287,4.865214
285,KRAS (G12C) Inhibitor-12,2313287,4.164429
286,KU-55933,2313287,5.581813
287,L-Oxonoreleagnine,2313287,4.001974
288,LCL161,2313287,5.404232
289,LGK974,2313287,4.003138
290,LJI308,2313287,4.93024
291,LMP744,2313287,-1.361712
292,LY2109761,2313287,5.450591
293,Lapatinib,2313287,4.26973
294,Leflunomide,2313287,4.743808
295,Lestaurtinib,2313287,1.372905
296,Linsitinib,2313287,4.284938
297,MG-132,2313287,-1.292265
298,MIM1,2313287,4.327698
299,MIRA-1,2313287,5.158627
300,MK-1775,2313287,-0.256284
301,MK-2206,2313287,1.135598
302,MK-8776,2313287,1.554945
303,MN-64,2313287,5.023536
304,Methotrexate,2313287,-1.32198
305,Mirin,2313287,3.197273
306,Mitoxantrone,2313287,0.125025
307,Motesanib,2313287,4.996549
308,N-acetyl cysteine,2313287,10.82495
309,NU7441,2313287,2.470384
310,NVP-ADW742,2313287,2.289179
311,Navitoclax,2313287,1.58544
312,Nelarabine,2313287,5.887139
313,Nilotinib,2313287,3.733159
314,Niraparib,2313287,3.725851
315,Nutlin-3a (-),2313287,2.295281
316,OF-1,2313287,4.324027
317,OSI-027,2313287,3.464966
318,OTX015,2313287,2.180041
319,Obatoclax Mesylate,2313287,0.369399
320,Olaparib,2313287,4.566102
321,Osimertinib,2313287,1.630155
322,Oxaliplatin,2313287,4.634089
323,P22077,2313287,4.907228
324,PCI-34051,2313287,4.640009
325,PD0325901,2313287,3.445035
326,PD173074,2313287,4.429554
327,PFI-1,2313287,4.768688
328,PFI3,2313287,5.472606
329,PLX-4720,2313287,4.398104
330,POMHEX,2313287,0.971656
331,PRIMA-1MET,2313287,4.652616
332,PRT062607,2313287,3.089265
333,Paclitaxel,2313287,-3.802334
334,Palbociclib,2313287,3.650016
335,Pevonedistat,2313287,1.087398
336,Pictilisib,2313287,-0.396882
337,Podophyllotoxin bromide,2313287,-1.36968
338,Pyridostatin,2313287,2.543121
339,RO-3306,2313287,4.230573
340,Rapamycin,2313287,-3.486065
341,Refametinib,2313287,3.538659
342,Remodelin,2313287,3.825581
343,Romidepsin,2313287,-6.017003
344,Ruxolitinib,2313287,5.336832
345,SB216763,2313287,4.449548
346,SB590885,2313287,2.894281
347,SCH772984,2313287,1.492693
348,SGC-CBP30,2313287,3.396226
349,SGC0946,2313287,1.206339
350,SN-38,2313287,-4.132899
351,Sabutoclax,2313287,-0.749419
352,Sapitinib,2313287,3.479025
353,Savolitinib,2313287,3.04877
354,Schweinfurthin A,2313287,3.26609
355,Sepantronium bromide,2313287,-2.742315
356,Serdemetan,2313287,4.431206
357,Sinularin,2313287,4.323651
358,Sorafenib,2313287,2.381499
359,Talazoparib,2313287,2.400849
360,Taselisib,2313287,0.374033
361,Telomerase Inhibitor IX,2313287,0.646066
362,Temozolomide,2313287,6.038605
363,Temsirolimus,2313287,3.279539
364,Teniposide,2313287,-0.766155
365,Topotecan,2313287,-0.277198
366,Trametinib,2313287,-0.04015
367,UMI-77,2313287,5.191789
368,UNC0379,2313287,3.844909
369,UNC0638,2313287,3.929582
370,Uprosertib,2313287,0.206492
371,VE-822,2313287,3.920743
372,VE821,2313287,2.323267
373,VX-11e,2313287,1.709132
374,Venetoclax,2313287,2.43075
375,Vinblastine,2313287,-4.849422
376,Vincristine,2313287,-3.352305
377,Vinorelbine,2313287,-5.303091
378,Vismodegib,2313287,4.599548
379,Vorinostat,2313287,0.841386
380,WEHI-539,2313287,4.742718
381,WIKI4,2313287,3.742506
382,WZ4003,2313287,3.335395
383,Wee1 Inhibitor,2313287,1.73779
384,Wnt-C59,2313287,5.18045
385,XAV939,2313287,4.113064
386,YK-4-279,2313287,1.858958
387,ZM447439,2313287,4.268715
388,Zoledronate,2313287,3.495034
389,alpha-lipoic acid,2313287,8.049302
390,glutathione,2313287,9.724013
391,5-Fluorouracil,42MGBA,3.463535
392,5-azacytidine,42MGBA,4.006919
393,A-366,42MGBA,5.095889
394,ABT737,42MGBA,3.019768
395,AGI-5198,42MGBA,4.67581
396,AGI-6780,42MGBA,4.800848
397,AGK2,42MGBA,3.26233
398,AMG-319,42MGBA,5.249305
399,AT13148,42MGBA,2.996339
400,AZ6102,42MGBA,2.46583
401,AZ960,42MGBA,1.068616
402,AZD1208,42MGBA,5.149077
403,AZD1332,42MGBA,2.001949
404,AZD2014,42MGBA,0.590397
405,AZD3759,42MGBA,2.929658
406,AZD4547,42MGBA,0.940075
407,AZD5153,42MGBA,0.809973
408,AZD5363,42MGBA,1.402678
409,AZD5438,42MGBA,1.92523
410,AZD5582,42MGBA,1.597808
411,AZD5991,42MGBA,5.380108
412,AZD7762,42MGBA,-1.035344
413,AZD8055,42MGBA,-1.172429
414,AZD8186,42MGBA,1.911277
415,Acetalax,42MGBA,6.005236
416,Afatinib,42MGBA,1.51765
417,Alisertib,42MGBA,1.831971
418,Alpelisib,42MGBA,2.978787
419,Avagacestat,42MGBA,5.04635
420,Axitinib,42MGBA,1.550759
421,BIBR-1532,42MGBA,5.360674
422,BMS-345541,42MGBA,2.199552
423,BMS-536924,42MGBA,1.657473
424,BMS-754807,42MGBA,2.028047
425,Bleomycin,42MGBA,1.163228
426,Bleomycin (50 uM),42MGBA,0.317024
427,Bortezomib,42MGBA,-4.659351
428,Bosutinib,42MGBA,2.475355
429,Bromosporine,42MGBA,1.248978
430,Buparlisib,42MGBA,0.506238
431,CCT007093,42MGBA,5.494452
432,CPI-637,42MGBA,4.696925
433,Camptothecin,42MGBA,-3.399897
434,Cediranib,42MGBA,0.297605
435,Cisplatin,42MGBA,1.947185
436,Crizotinib,42MGBA,2.514039
437,Cyclophosphamide,42MGBA,5.146743
438,Cytarabine,42MGBA,1.02911
439,Dabrafenib,42MGBA,4.551239
440,Dacarbazine,42MGBA,5.704826
441,Dactinomycin,42MGBA,-4.240733
442,Dactolisib,42MGBA,-3.284562
443,Dasatinib,42MGBA,-2.233603
444,Docetaxel,42MGBA,-4.197747
445,Doramapimod,42MGBA,4.736638
446,EHT-1864,42MGBA,4.456416
447,EPZ004777,42MGBA,5.348384
448,EPZ5676,42MGBA,5.12209
449,Elephantin,42MGBA,3.502209
450,Entinostat,42MGBA,2.25313
451,Entospletinib,42MGBA,2.530688
452,Epirubicin,42MGBA,-2.502029
453,Fludarabine,42MGBA,5.019483
454,Foretinib,42MGBA,-0.983323
455,GDC0810,42MGBA,4.769617
456,GNE-317,42MGBA,-0.717033
457,GSK-LSD1,42MGBA,1.795945
458,GSK1904529A,42MGBA,4.35379
459,GSK2110183B,42MGBA,1.291286
460,GSK2578215A,42MGBA,5.223372
461,GSK2606414,42MGBA,2.505355
462,GSK2801,42MGBA,3.688976
463,GSK2830371,42MGBA,5.418216
464,GSK343,42MGBA,2.898053
465,Gallibiscoquinazole,42MGBA,2.19667
466,Gefitinib,42MGBA,3.859928
467,Gemcitabine,42MGBA,-3.505899
468,I-BET-762,42MGBA,3.274633
469,ICL-SIRT078,42MGBA,3.084544
470,IWP-2,42MGBA,2.466811
471,Ibrutinib,42MGBA,4.086713
472,Ipatasertib,42MGBA,1.910873
473,Irinotecan,42MGBA,1.758628
474,JNK Inhibitor VIII,42MGBA,5.332763
475,JQ1,42MGBA,2.225217
476,KRAS (G12C) Inhibitor-12,42MGBA,3.837258
477,KU-55933,42MGBA,4.752155
478,L-Oxonoreleagnine,42MGBA,3.857442
479,LCL161,42MGBA,5.182218
480,LGK974,42MGBA,3.552349
481,LJI308,42MGBA,5.366567
482,LMP744,42MGBA,-2.088609
483,Lapatinib,42MGBA,2.862019
484,Leflunomide,42MGBA,5.820363
485,Lenalidomide,42MGBA,4.587284
486,Lestaurtinib,42MGBA,-1.121262
487,Linsitinib,42MGBA,4.797675
488,Luminespib,42MGBA,-2.763309
489,MG-132,42MGBA,-1.203532
490,MIM1,42MGBA,1.841237
491,MIRA-1,42MGBA,5.027174
492,MK-1775,42MGBA,2.263411
493,MK-2206,42MGBA,1.484758
494,MK-8776,42MGBA,2.363113
495,MN-64,42MGBA,5.274987
496,Methotrexate,42MGBA,-3.964563
497,Mirin,42MGBA,3.979042
498,Mitoxantrone,42MGBA,1.648676
499,Motesanib,42MGBA,2.710227
500,Mycophenolic acid,42MGBA,1.645319
501,N-acetyl cysteine,42MGBA,10.562669
502,NU7441,42MGBA,1.683504
503,NVP-ADW742,42MGBA,1.882459
504,Navitoclax,42MGBA,3.039967
505,Nelarabine,42MGBA,6.008658
506,Nilotinib,42MGBA,1.981261
507,Niraparib,42MGBA,2.141029
508,Nutlin-3a (-),42MGBA,5.526467
509,OSI-027,42MGBA,3.473819
510,OTX015,42MGBA,2.326419
511,Obatoclax Mesylate,42MGBA,-0.244292
512,Olaparib,42MGBA,3.854428
513,Osimertinib,42MGBA,1.476367
514,Oxaliplatin,42MGBA,4.042886
515,P22077,42MGBA,3.965393
516,PCI-34051,42MGBA,4.859893
517,PD0325901,42MGBA,2.747106
518,PD173074,42MGBA,2.618633
519,PFI-1,42MGBA,3.184244
520,PFI3,42MGBA,5.451716
521,POMHEX,42MGBA,2.411405
522,PRT062607,42MGBA,2.29599
523,Paclitaxel,42MGBA,-3.4191
524,Palbociclib,42MGBA,4.653438
525,Pevonedistat,42MGBA,-0.107953
526,Picolinici-acid,42MGBA,4.344206
527,Pictilisib,42MGBA,0.274934
528,Podophyllotoxin bromide,42MGBA,-0.760715
529,Pyridostatin,42MGBA,3.324895
530,RO-3306,42MGBA,2.963352
531,RVX-208,42MGBA,4.161641
532,Rapamycin,42MGBA,-3.671158
533,Remodelin,42MGBA,5.373179
534,Ribociclib,42MGBA,3.326225
535,Rucaparib,42MGBA,4.402465
536,SB216763,42MGBA,3.473748
537,SB590885,42MGBA,2.917534
538,SCH772984,42MGBA,2.977984
539,SGC-CBP30,42MGBA,3.362517
540,SN-38,42MGBA,-4.737156
541,Sabutoclax,42MGBA,-0.064641
542,Sapitinib,42MGBA,4.217907
543,Savolitinib,42MGBA,1.897844
544,Schweinfurthin A,42MGBA,1.587523
545,Selumetinib,42MGBA,4.4914
546,Sepantronium bromide,42MGBA,-5.091972
547,Serdemetan,42MGBA,3.436663
548,Sinularin,42MGBA,2.356127
549,Sorafenib,42MGBA,1.815
550,Staurosporine,42MGBA,-6.169164
551,Talazoparib,42MGBA,1.730879
552,Tamoxifen,42MGBA,3.777206
553,Tanespimycin,42MGBA,-1.562517
554,Taselisib,42MGBA,0.862667
555,Telomerase Inhibitor IX,42MGBA,0.078527
556,Temozolomide,42MGBA,5.558648
557,Teniposide,42MGBA,0.463593
558,Topotecan,42MGBA,-0.594814
559,Trametinib,42MGBA,1.621553
560,UMI-77,42MGBA,2.95839
561,UNC0379,42MGBA,2.159285
562,UNC0638,42MGBA,1.498297
563,Ulixertinib,42MGBA,3.144438
564,Uprosertib,42MGBA,1.682161
565,VE-822,42MGBA,4.368484
566,VE821,42MGBA,4.139067
567,VX-11e,42MGBA,2.888991
568,Veliparib,42MGBA,5.494452
569,Venetoclax,42MGBA,3.420714
570,Vinblastine,42MGBA,-4.784344
571,Vincristine,42MGBA,-2.142335
572,Vinorelbine,42MGBA,-3.92769
573,Vismodegib,42MGBA,4.630255
574,Vorinostat,42MGBA,1.798856
575,WEHI-539,42MGBA,4.416343
576,WIKI4,42MGBA,3.680767
577,WZ4003,42MGBA,3.841572
578,Wee1 Inhibitor,42MGBA,2.954539
579,Wnt-C59,42MGBA,4.566166
580,XAV939,42MGBA,3.908785
581,YK-4-279,42MGBA,1.718554
582,ZM447439,42MGBA,1.733829
583,Zoledronate,42MGBA,3.555198
584,alpha-lipoic acid,42MGBA,7.968063
585,glutathione,42MGBA,9.650432
586,5-Fluorouracil,5637,3.119772
587,5-azacytidine,5637,3.782612
588,A-366,5637,4.839871
589,ABT737,5637,2.575344
590,AGI-5198,5637,4.444254
591,AGI-6780,5637,4.580505
592,AGK2,5637,3.388545
593,AMG-319,5637,4.83608
594,AT13148,5637,5.322276
595,AZ6102,5637,2.26455
596,AZ960,5637,2.096996
597,AZD1208,5637,5.69433
598,AZD1332,5637,2.730895
599,AZD2014,5637,1.708351
600,AZD3759,5637,1.011487
601,AZD4547,5637,2.584857
602,AZD5153,5637,2.466127
603,AZD5363,5637,3.490349
604,AZD5438,5637,3.177289
605,AZD5991,5637,5.820345
606,AZD6738,5637,2.027117
607,AZD7762,5637,0.383378
608,AZD8055,5637,0.406151
609,AZD8186,5637,3.703313
610,Acetalax,5637,6.566649
611,Afatinib,5637,-0.074435
612,Afuresertib,5637,4.149154
613,Alisertib,5637,0.00492
614,Alpelisib,5637,3.466124
615,Avagacestat,5637,5.709539
616,Axitinib,5637,2.41971
617,BI-2536,5637,-2.853553
618,BMS-345541,5637,4.431866
619,BMS-536924,5637,1.760168
620,Bleomycin,5637,0.764463
621,Bleomycin (50 uM),5637,0.851102
622,Bortezomib,5637,-5.057753
623,Bosutinib,5637,1.613296
624,Bromosporine,5637,3.277524
625,Buparlisib,5637,0.399348
626,CCT007093,5637,5.362502
627,CPI-637,5637,4.836286
628,CZC24832,5637,5.144301
629,Camptothecin,5637,-2.631817
630,Carmustine,5637,5.650336
631,Cediranib,5637,2.673825
632,Cisplatin,5637,1.967072
633,Cyclophosphamide,5637,5.260269
634,Cytarabine,5637,2.336405
635,Dabrafenib,5637,4.675027
636,Dacarbazine,5637,4.543159
637,Dactinomycin,5637,-4.321517
638,Dactolisib,5637,-1.311019
639,Dasatinib,5637,-1.829021
640,Dihydrorotenone,5637,0.10147
641,Dinaciclib,5637,-1.895834
642,Docetaxel,5637,-5.552507
643,Doramapimod,5637,5.200058
644,EPZ004777,5637,5.607262
645,EPZ5676,5637,6.087377
646,Elephantin,5637,4.090364
647,Entinostat,5637,0.983006
648,Entospletinib,5637,3.914994
649,Epirubicin,5637,-1.439446
650,Erlotinib,5637,0.727383
651,Fludarabine,5637,4.459346
652,Foretinib,5637,0.405319
653,GDC0810,5637,4.292892
654,GNE-317,5637,0.668317
655,GSK-LSD1,5637,2.842746
656,GSK1904529A,5637,5.506965
657,GSK2110183B,5637,4.580183
658,GSK2578215A,5637,5.274009
659,GSK2606414,5637,3.110327
660,GSK2801,5637,5.395494
661,GSK2830371,5637,5.823758
662,GSK343,5637,4.049857
663,GSK591,5637,2.974086
664,GW441756,5637,2.811992
665,Gallibiscoquinazole,5637,1.939629
666,Gefitinib,5637,1.75332
667,Gemcitabine,5637,-1.727881
668,I-BET-762,5637,4.122461
669,I-BRD9,5637,5.616224
670,ICL-SIRT078,5637,5.272153
671,IWP-2,5637,3.322088
672,Ibrutinib,5637,3.888823
673,Irinotecan,5637,2.161042
674,JNK Inhibitor VIII,5637,5.739344
675,JQ1,5637,1.754692
676,KRAS (G12C) Inhibitor-12,5637,3.604831
677,L-Oxonoreleagnine,5637,3.724792
678,LGK974,5637,3.966326
679,LJI308,5637,5.417477
680,LMP744,5637,0.059423
681,LY2109761,5637,5.814686
682,Lapatinib,5637,1.960664
683,Leflunomide,5637,4.441121
684,Lenalidomide,5637,5.154858
685,Linsitinib,5637,4.1813
686,Luminespib,5637,-2.199417
687,MG-132,5637,-1.414558
688,MIM1,5637,3.825302
689,MIRA-1,5637,6.065379
690,MK-1775,5637,-0.402769
691,MK-2206,5637,4.185405
692,MK-8776,5637,3.670074
693,ML323,5637,5.438441
694,MN-64,5637,5.705697
695,Methotrexate,5637,-3.723944
696,Mirin,5637,5.00453
697,Mitoxantrone,5637,1.126619
698,Mycophenolic acid,5637,0.924286
699,NU7441,5637,2.714112
700,Navitoclax,5637,2.542011
701,Nelarabine,5637,6.095601
702,Nilotinib,5637,4.35631
703,Niraparib,5637,4.323888
704,Nutlin-3a (-),5637,5.086789
705,OSI-027,5637,4.392862
706,OTX015,5637,2.799707
707,Obatoclax Mesylate,5637,0.090634
708,Oxaliplatin,5637,4.574511
709,P22077,5637,4.096179
710,PD0325901,5637,1.278678
711,PD173074,5637,4.349249
712,PFI-1,5637,3.698494
713,PFI3,5637,5.598129
714,PLX-4720,5637,4.083145
715,POMHEX,5637,2.329785
716,PRIMA-1MET,5637,3.935467
717,PRT062607,5637,3.38283
718,Paclitaxel,5637,-4.413742
719,Palbociclib,5637,4.24777
720,Pevonedistat,5637,0.215762
721,Picolinici-acid,5637,4.481905
722,Pictilisib,5637,1.436848
723,Podophyllotoxin bromide,5637,-1.047518
724,Pyridostatin,5637,2.593502
725,RO-3306,5637,2.896605
726,RVX-208,5637,5.461083
727,Rapamycin,5637,-0.116397
728,Refametinib,5637,2.078167
729,Remodelin,5637,4.403773
730,Ribociclib,5637,4.347599
731,Romidepsin,5637,-5.559258
732,Rucaparib,5637,3.438974
733,Ruxolitinib,5637,5.718623
734,SB216763,5637,4.869955
735,SB590885,5637,3.350051
736,SCH772984,5637,2.180232
737,SGC-CBP30,5637,4.338736
738,SGC0946,5637,2.060922
739,Sabutoclax,5637,0.287935
740,Sapitinib,5637,1.497376
741,Savolitinib,5637,1.86583
742,Schweinfurthin A,5637,3.521172
743,Sepantronium bromide,5637,-3.776555
744,Serdemetan,5637,4.012974
745,Sinularin,5637,3.78182
746,Sorafenib,5637,2.871749
747,Talazoparib,5637,2.190209
