,drug,cell_line,IC50
53,Docetaxel,22RV1,-2.839407
54,Doramapimod,22RV1,6.475129
55,EHT-1864,22RV1,4.235458
56,EPZ004777,22RV1,6.336956
57,EPZ5676,22RV1,6.343132
58,Elephantin,22RV1,3.359992
59,Entinostat,22RV1,1.987387
60,Entospletinib,22RV1,5.335641
61,Epirubicin,22RV1,-1.427706
62,Erlotinib,22RV1,4.439637
63,Fludarabine,22RV1,6.364086
64,Foretinib,22RV1,2.452178
65,Fulvestrant,22RV1,4.580928
66,GDC0810,22RV1,6.444654
67,GNE-317,22RV1,-0.17
68,GSK-LSD1,22RV1,3.011643
69,GSK1904529A,22RV1,4.40755
70,GSK2110183B,22RV1,2.124287
71,GSK2578215A,22RV1,6.124603
72,GSK2606414,22RV1,3.576363
73,GSK2830371,22RV1,6.076753
74,GSK343,22RV1,4.442465
75,GSK591,22RV1,6.043719
76,GW441756,22RV1,4.731265
77,Gallibiscoquinazole,22RV1,3.323243
78,Gefitinib,22RV1,4.315802
79,Gemcitabine,22RV1,-2.883793
80,I-BET-762,22RV1,2.28072
81,I-BRD9,22RV1,5.643544
82,ICL-SIRT078,22RV1,5.018785
83,IWP-2,22RV1,4.036203
84,Ibrutinib,22RV1,5.403357
85,Irinotecan,22RV1,2.222536
86,JNK Inhibitor VIII,22RV1,6.414185
87,JQ1,22RV1,2.439388
88,KRAS (G12C) Inhibitor-12,22RV1,2.835576
89,KU-55933,22RV1,6.475988
90,L-Oxonoreleagnine,22RV1,4.440545
91,LCL161,22RV1,5.787252
92,LGK974,22RV1,5.040647
93,LJI308,22RV1,5.298182
94,LMP744,22RV1,-1.957433
95,Lapatinib,22RV1,3.516958
96,Leflunomide,22RV1,5.715007
97,Lenalidomide,22RV1,6.214894
98,Lestaurtinib,22RV1,0.779534
99,Linsitinib,22RV1,3.596753
100,Luminespib,22RV1,-2.047939
101,MG-132,22RV1,-1.597174
102,MIM1,22RV1,4.773134
103,MIRA-1,22RV1,6.109497
104,MK-1775,22RV1,2.454693
105,MK-2206,22RV1,1.451813
106,MK-8776,22RV1,3.939079
107,ML323,22RV1,4.858924
108,MN-64,22RV1,6.20477
109,Methotrexate,22RV1,0.448684
110,Mirin,22RV1,4.834877
111,Mitoxantrone,22RV1,-0.18664
112,Mycophenolic acid,22RV1,2.501541
113,N-acetyl cysteine,22RV1,9.416855
114,NU7441,22RV1,4.462832
115,NVP-ADW742,22RV1,2.59346
116,Navitoclax,22RV1,4.803093
117,Nelarabine,22RV1,6.720936
118,Nilotinib,22RV1,4.238712
119,Niraparib,22RV1,3.559028
120,Nutlin-3a (-),22RV1,2.716152
121,OSI-027,22RV1,1.119958
122,OTX015,22RV1,3.040589
123,Obatoclax Mesylate,22RV1,0.980832
124,Olaparib,22RV1,4.811496
125,Osimertinib,22RV1,3.22546
126,Oxaliplatin,22RV1,3.173693
127,P22077,22RV1,6.470562
128,PD0325901,22RV1,1.264776
129,PD173074,22RV1,3.830967
130,PFI-1,22RV1,3.564366
131,PLX-4720,22RV1,5.504357
132,POMHEX,22RV1,2.156797
133,PRIMA-1MET,22RV1,3.351648
134,PRT062607,22RV1,1.879975
135,Palbociclib,22RV1,2.253138
136,Pevonedistat,22RV1,1.682196
137,Picolinici-acid,22RV1,6.430491
138,Pictilisib,22RV1,0.523985
139,Podophyllotoxin bromide,22RV1,-0.355127
140,Pyridostatin,22RV1,3.071326
141,RO-3306,22RV1,3.511002
142,RVX-208,22RV1,4.562817
143,Refametinib,22RV1,2.966536
144,Ribociclib,22RV1,2.299274
145,Romidepsin,22RV1,-4.917572
146,Ruxolitinib,22RV1,6.440741
147,SB216763,22RV1,5.831497
148,SB590885,22RV1,5.722726
149,SCH772984,22RV1,3.056805
150,SGC-CBP30,22RV1,4.973866
151,SGC0946,22RV1,3.799297
152,SN-38,22RV1,-4.972312
153,Sapitinib,22RV1,5.764129
154,Savolitinib,22RV1,3.621982
155,Schweinfurthin A,22RV1,1.454677
156,Selumetinib,22RV1,3.754136
157,Sepantronium bromide,22RV1,-3.030734
158,Serdemetan,22RV1,3.056134
159,Sinularin,22RV1,4.319845
160,Sorafenib,22RV1,3.52718
161,Staurosporine,22RV1,-2.50979
162,TW 37,22RV1,0.804539
163,Tanespimycin,22RV1,2.390068
164,Taselisib,22RV1,0.963836
165,Telomerase Inhibitor IX,22RV1,0.5335
166,Temozolomide,22RV1,7.842775
167,Temsirolimus,22RV1,-0.974396
168,Teniposide,22RV1,0.35478
169,Topotecan,22RV1,-0.69901
170,Trametinib,22RV1,1.325603
171,UMI-77,22RV1,2.127041
172,UNC0379,22RV1,1.779301
173,UNC0638,22RV1,4.060162
174,Ulixertinib,22RV1,3.031144
175,Uprosertib,22RV1,1.201932
176,VE821,22RV1,6.013336
177,VX-11e,22RV1,3.738037
178,Veliparib,22RV1,6.060621
179,Venetoclax,22RV1,4.398981
180,Vinblastine,22RV1,-4.384381
181,Vincristine,22RV1,-2.006153
182,Vinorelbine,22RV1,-3.401996
183,Vismodegib,22RV1,5.391738
184,Vorinostat,22RV1,0.913749
185,WEHI-539,22RV1,5.052249
186,WIKI4,22RV1,4.876028
187,WZ4003,22RV1,4.30083
188,Wee1 Inhibitor,22RV1,2.788358
189,Wnt-C59,22RV1,4.158391
190,XAV939,22RV1,5.022698
191,YK-4-279,22RV1,2.770574
192,ZM447439,22RV1,5.667987
193,Zoledronate,22RV1,4.115569
194,alpha-lipoic acid,22RV1,7.94115
195,glutathione,22RV1,10.422474
196,5-Fluorouracil,2313287,1.80734
197,5-azacytidine,2313287,2.032212
198,A-366,2313287,3.967544
199,AGI-5198,2313287,5.008851
200,AGI-6780,2313287,5.095646
201,AGK2,2313287,4.032236
202,AMG-319,2313287,4.475098
203,AT13148,2313287,1.363643
204,AZ6102,2313287,1.983756
205,AZ960,2313287,1.506737
206,AZD1208,2313287,4.68345
207,AZD1332,2313287,1.934366
208,AZD2014,2313287,-0.379516
209,AZD3759,2313287,3.05953
210,AZD4547,2313287,1.273797
211,AZD5153,2313287,0.629696
212,AZD5363,2313287,0.994665
213,AZD5438,2313287,1.445273
214,AZD5582,2313287,0.908576
215,AZD5991,2313287,2.958949
216,AZD6738,2313287,1.483559
217,AZD7762,2313287,0.289922
218,AZD8186,2313287,0.495401
219,Acetalax,2313287,1.242253
220,Afatinib,2313287,1.160219
221,Afuresertib,2313287,0.889532
222,Alisertib,2313287,4.399427
223,Alpelisib,2313287,1.939006
224,Avagacestat,2313287,5.449439
225,Axitinib,2313287,4.202567
226,BI-2536,2313287,-2.982427
227,BIBR-1532,2313287,3.391151
228,BMS-345541,2313287,1.656376
229,BMS-536924,2313287,2.215589
230,BMS-754807,2313287,5.156278
231,Bleomycin,2313287,1.457645
232,Bleomycin (50 uM),2313287,2.323286
233,Bromosporine,2313287,2.611873
234,Buparlisib,2313287,-0.051021
235,CPI-637,2313287,5.462926
236,CZC24832,2313287,4.370623
237,Camptothecin,2313287,-2.756992
238,Cediranib,2313287,1.636159
239,Cisplatin,2313287,3.955512
240,Crizotinib,2313287,4.191522
241,Cyclophosphamide,2313287,4.4969
242,Cytarabine,2313287,0.064147
243,Dacarbazine,2313287,4.982337
244,Dactinomycin,2313287,-4.584971
245,Dactolisib,2313287,-2.652253
246,Dasatinib,2313287,1.797167
247,Dihydrorotenone,2313287,0.68211
248,Dinaciclib,2313287,-3.018051
249,Docetaxel,2313287,-4.809455
250,Doramapimod,2313287,4.058076
251,EHT-1864,2313287,3.728607
252,EPZ004777,2313287,5.516564
253,EPZ5676,2313287,5.67488
254,Elephantin,2313287,3.92072
255,Entinostat,2313287,2.205643
256,Entospletinib,2313287,3.930231
257,Epirubicin,2313287,-1.983839
258,Erlotinib,2313287,1.939712
259,Fludarabine,2313287,3.431512
260,Foretinib,2313287,1.257734
261,Fulvestrant,2313287,3.554671
262,GDC0810,2313287,4.527326
263,GNE-317,2313287,-0.836541
264,GSK-LSD1,2313287,2.965709
265,GSK1904529A,2313287,3.312799
266,GSK2110183B,2313287,1.317244
267,GSK2578215A,2313287,5.077134
268,GSK2606414,2313287,3.058416
269,GSK2801,2313287,5.289963
270,GSK343,2313287,2.946924
271,GSK591,2313287,3.417379
272,GW441756,2313287,3.216714
273,Gallibiscoquinazole,2313287,2.094836
274,Gefitinib,2313287,1.812306
275,Gemcitabine,2313287,-2.099618
276,I-BET-762,2313287,3.634758
277,I-BRD9,2313287,3.415534
278,ICL-SIRT078,2313287,3.899758
279,IWP-2,2313287,3.052355
280,Ibrutinib,2313287,5.160096
281,Ipatasertib,2313287,1.733251
282,JNK Inhibitor VIII,2313287,3.922216
283,JQ1,2313287,4.865214
284,KRAS (G12C) Inhibitor-12,2313287,4.164429
285,KU-55933,2313287,5.581813
286,L-Oxonoreleagnine,2313287,4.001974
287,LCL161,2313287,5.404232
288,LGK974,2313287,4.003138
289,LJI308,2313287,4.93024
290,LMP744,2313287,-1.361712
291,LY2109761,2313287,5.450591
292,Leflunomide,2313287,4.743808
293,Lenalidomide,2313287,5.582124
294,Lestaurtinib,2313287,1.372905
295,Linsitinib,2313287,4.284938
296,Luminespib,2313287,-1.859361
297,MG-132,2313287,-1.292265
298,MIM1,2313287,4.327698
299,MIRA-1,2313287,5.158627
300,MK-1775,2313287,-0.256284
301,MK-2206,2313287,1.135598
302,MK-8776,2313287,1.554945
303,ML323,2313287,3.916913
304,MN-64,2313287,5.023536
305,Methotrexate,2313287,-1.32198
306,Mirin,2313287,3.197273
307,Mitoxantrone,2313287,0.125025
308,Motesanib,2313287,4.996549
309,N-acetyl cysteine,2313287,10.82495
310,NU7441,2313287,2.470384
311,NVP-ADW742,2313287,2.289179
312,Navitoclax,2313287,1.58544
313,Nelarabine,2313287,5.887139
314,Nilotinib,2313287,3.733159
315,Niraparib,2313287,3.725851
316,Nutlin-3a (-),2313287,2.295281
317,OF-1,2313287,4.324027
318,OTX015,2313287,2.180041
319,Obatoclax Mesylate,2313287,0.369399
320,Olaparib,2313287,4.566102
321,Osimertinib,2313287,1.630155
322,Oxaliplatin,2313287,4.634089
323,P22077,2313287,4.907228
324,PD0325901,2313287,3.445035
325,PD173074,2313287,4.429554
326,PFI-1,2313287,4.768688
327,PFI3,2313287,5.472606
328,POMHEX,2313287,0.971656
329,PRIMA-1MET,2313287,4.652616
330,PRT062607,2313287,3.089265
331,Paclitaxel,2313287,-3.802334
332,Palbociclib,2313287,3.650016
333,Pevonedistat,2313287,1.087398
334,Picolinici-acid,2313287,5.230739
335,Pictilisib,2313287,-0.396882
336,Podophyllotoxin bromide,2313287,-1.36968
337,Pyridostatin,2313287,2.543121
338,RO-3306,2313287,4.230573
339,RVX-208,2313287,4.242455
340,Refametinib,2313287,3.538659
341,Remodelin,2313287,3.825581
342,Ribociclib,2313287,4.16252
343,Rucaparib,2313287,4.886243
344,Ruxolitinib,2313287,5.336832
345,SB590885,2313287,2.894281
346,SCH772984,2313287,1.492693
347,SGC0946,2313287,1.206339
348,SN-38,2313287,-4.132899
349,Sabutoclax,2313287,-0.749419
350,Sapitinib,2313287,3.479025
351,Savolitinib,2313287,3.04877
352,Schweinfurthin A,2313287,3.26609
353,Selumetinib,2313287,4.356984
354,Sepantronium bromide,2313287,-2.742315
355,Serdemetan,2313287,4.431206
356,Sinularin,2313287,4.323651
357,Sorafenib,2313287,2.381499
358,Staurosporine,2313287,-2.691654
359,Tamoxifen,2313287,2.981867
360,Tanespimycin,2313287,-0.110948
361,Taselisib,2313287,0.374033
362,Telomerase Inhibitor IX,2313287,0.646066
363,Temozolomide,2313287,6.038605
364,Temsirolimus,2313287,3.279539
365,Teniposide,2313287,-0.766155
366,Topotecan,2313287,-0.277198
367,Trametinib,2313287,-0.04015
368,UMI-77,2313287,5.191789
369,UNC0379,2313287,3.844909
370,UNC0638,2313287,3.929582
371,Ulixertinib,2313287,2.42168
372,Uprosertib,2313287,0.206492
373,VE821,2313287,2.323267
374,Veliparib,2313287,5.242125
375,Venetoclax,2313287,2.43075
376,Vincristine,2313287,-3.352305
377,Vinorelbine,2313287,-5.303091
378,Vismodegib,2313287,4.599548
379,Vorinostat,2313287,0.841386
380,WEHI-539,2313287,4.742718
381,WIKI4,2313287,3.742506
382,WZ4003,2313287,3.335395
383,Wee1 Inhibitor,2313287,1.73779
384,Wnt-C59,2313287,5.18045
385,XAV939,2313287,4.113064
386,YK-4-279,2313287,1.858958
387,ZM447439,2313287,4.268715
388,Zoledronate,2313287,3.495034
389,alpha-lipoic acid,2313287,8.049302
390,glutathione,2313287,9.724013
391,5-Fluorouracil,42MGBA,3.463535
392,5-azacytidine,42MGBA,4.006919
393,A-366,42MGBA,5.095889
394,AGI-5198,42MGBA,4.67581
395,AGI-6780,42MGBA,4.800848
396,AGK2,42MGBA,3.26233
397,AMG-319,42MGBA,5.249305
398,AT13148,42MGBA,2.996339
399,AZ6102,42MGBA,2.46583
400,AZ960,42MGBA,1.068616
401,AZD1208,42MGBA,5.149077
402,AZD1332,42MGBA,2.001949
403,AZD2014,42MGBA,0.590397
404,AZD3759,42MGBA,2.929658
405,AZD4547,42MGBA,0.940075
406,AZD5153,42MGBA,0.809973
407,AZD5363,42MGBA,1.402678
408,AZD5438,42MGBA,1.92523
409,AZD5582,42MGBA,1.597808
410,AZD5991,42MGBA,5.380108
411,AZD6738,42MGBA,1.563113
412,AZD7762,42MGBA,-1.035344
413,AZD8186,42MGBA,1.911277
414,Acetalax,42MGBA,6.005236
415,Afatinib,42MGBA,1.51765
416,Afuresertib,42MGBA,0.559865
417,Alisertib,42MGBA,1.831971
418,Alpelisib,42MGBA,2.978787
419,Avagacestat,42MGBA,5.04635
420,Axitinib,42MGBA,1.550759
421,BI-2536,42MGBA,-0.33469
422,BIBR-1532,42MGBA,5.360674
423,BMS-345541,42MGBA,2.199552
424,BMS-536924,42MGBA,1.657473
425,BMS-754807,42MGBA,2.028047
426,Bleomycin,42MGBA,1.163228
427,Bleomycin (50 uM),42MGBA,0.317024
428,Bromosporine,42MGBA,1.248978
429,Buparlisib,42MGBA,0.506238
430,CPI-637,42MGBA,4.696925
431,CZC24832,42MGBA,4.793608
432,Camptothecin,42MGBA,-3.399897
433,Cediranib,42MGBA,0.297605
434,Cisplatin,42MGBA,1.947185
435,Crizotinib,42MGBA,2.514039
436,Cyclophosphamide,42MGBA,5.146743
437,Cytarabine,42MGBA,1.02911
438,Dacarbazine,42MGBA,5.704826
439,Dactinomycin,42MGBA,-4.240733
440,Dactolisib,42MGBA,-3.284562
441,Dasatinib,42MGBA,-2.233603
442,Dihydrorotenone,42MGBA,1.692589
443,Dinaciclib,42MGBA,-3.425905
444,Docetaxel,42MGBA,-4.197747
445,Doramapimod,42MGBA,4.736638
446,EHT-1864,42MGBA,4.456416
447,EPZ004777,42MGBA,5.348384
448,EPZ5676,42MGBA,5.12209
449,Elephantin,42MGBA,3.502209
450,Entinostat,42MGBA,2.25313
451,Entospletinib,42MGBA,2.530688
452,Epirubicin,42MGBA,-2.502029
453,Erlotinib,42MGBA,3.757966
454,Fludarabine,42MGBA,5.019483
455,Foretinib,42MGBA,-0.983323
456,Fulvestrant,42MGBA,4.044374
457,GDC0810,42MGBA,4.769617
458,GNE-317,42MGBA,-0.717033
459,GSK-LSD1,42MGBA,1.795945
460,GSK1904529A,42MGBA,4.35379
461,GSK2110183B,42MGBA,1.291286
462,GSK2578215A,42MGBA,5.223372
463,GSK2606414,42MGBA,2.505355
464,GSK2801,42MGBA,3.688976
465,GSK343,42MGBA,2.898053
466,GSK591,42MGBA,4.289157
467,GW441756,42MGBA,2.309665
468,Gallibiscoquinazole,42MGBA,2.19667
469,Gefitinib,42MGBA,3.859928
470,Gemcitabine,42MGBA,-3.505899
471,I-BET-762,42MGBA,3.274633
472,I-BRD9,42MGBA,3.995978
473,ICL-SIRT078,42MGBA,3.084544
474,IWP-2,42MGBA,2.466811
475,Ibrutinib,42MGBA,4.086713
476,Ipatasertib,42MGBA,1.910873
477,JNK Inhibitor VIII,42MGBA,5.332763
478,JQ1,42MGBA,2.225217
479,KRAS (G12C) Inhibitor-12,42MGBA,3.837258
480,KU-55933,42MGBA,4.752155
481,L-Oxonoreleagnine,42MGBA,3.857442
482,LCL161,42MGBA,5.182218
483,LGK974,42MGBA,3.552349
484,LJI308,42MGBA,5.366567
485,LMP744,42MGBA,-2.088609
486,LY2109761,42MGBA,4.269563
487,Leflunomide,42MGBA,5.820363
488,Lenalidomide,42MGBA,4.587284
489,Lestaurtinib,42MGBA,-1.121262
490,Linsitinib,42MGBA,4.797675
491,Luminespib,42MGBA,-2.763309
492,MG-132,42MGBA,-1.203532
493,MIM1,42MGBA,1.841237
494,MIRA-1,42MGBA,5.027174
495,MK-1775,42MGBA,2.263411
496,MK-2206,42MGBA,1.484758
497,MK-8776,42MGBA,2.363113
498,ML323,42MGBA,4.757732
499,MN-64,42MGBA,5.274987
500,Methotrexate,42MGBA,-3.964563
501,Mirin,42MGBA,3.979042
502,Mitoxantrone,42MGBA,1.648676
503,Motesanib,42MGBA,2.710227
504,N-acetyl cysteine,42MGBA,10.562669
505,NU7441,42MGBA,1.683504
506,NVP-ADW742,42MGBA,1.882459
507,Navitoclax,42MGBA,3.039967
508,Nelarabine,42MGBA,6.008658
509,Nilotinib,42MGBA,1.981261
510,Niraparib,42MGBA,2.141029
511,Nutlin-3a (-),42MGBA,5.526467
512,OF-1,42MGBA,5.277071
513,OTX015,42MGBA,2.326419
514,Obatoclax Mesylate,42MGBA,-0.244292
515,Olaparib,42MGBA,3.854428
516,Osimertinib,42MGBA,1.476367
517,Oxaliplatin,42MGBA,4.042886
518,P22077,42MGBA,3.965393
519,PD0325901,42MGBA,2.747106
520,PD173074,42MGBA,2.618633
521,PFI-1,42MGBA,3.184244
522,PFI3,42MGBA,5.451716
523,POMHEX,42MGBA,2.411405
524,PRIMA-1MET,42MGBA,5.835448
525,PRT062607,42MGBA,2.29599
526,Paclitaxel,42MGBA,-3.4191
527,Palbociclib,42MGBA,4.653438
528,Pevonedistat,42MGBA,-0.107953
529,Picolinici-acid,42MGBA,4.344206
530,Pictilisib,42MGBA,0.274934
531,Podophyllotoxin bromide,42MGBA,-0.760715
532,Pyridostatin,42MGBA,3.324895
533,RO-3306,42MGBA,2.963352
534,RVX-208,42MGBA,4.161641
535,Refametinib,42MGBA,3.592946
536,Remodelin,42MGBA,5.373179
537,Ribociclib,42MGBA,3.326225
538,Rucaparib,42MGBA,4.402465
539,Ruxolitinib,42MGBA,3.988743
540,SB590885,42MGBA,2.917534
541,SCH772984,42MGBA,2.977984
542,SGC0946,42MGBA,0.559561
543,SN-38,42MGBA,-4.737156
544,Sabutoclax,42MGBA,-0.064641
545,Sapitinib,42MGBA,4.217907
546,Savolitinib,42MGBA,1.897844
547,Schweinfurthin A,42MGBA,1.587523
548,Selumetinib,42MGBA,4.4914
549,Sepantronium bromide,42MGBA,-5.091972
550,Serdemetan,42MGBA,3.436663
551,Sinularin,42MGBA,2.356127
552,Sorafenib,42MGBA,1.815
553,Staurosporine,42MGBA,-6.169164
554,Tamoxifen,42MGBA,3.777206
555,Tanespimycin,42MGBA,-1.562517
556,Taselisib,42MGBA,0.862667
557,Telomerase Inhibitor IX,42MGBA,0.078527
558,Temozolomide,42MGBA,5.558648
559,Temsirolimus,42MGBA,-0.074308
560,Teniposide,42MGBA,0.463593
561,Topotecan,42MGBA,-0.594814
562,Trametinib,42MGBA,1.621553
563,UMI-77,42MGBA,2.95839
564,UNC0379,42MGBA,2.159285
565,UNC0638,42MGBA,1.498297
566,Ulixertinib,42MGBA,3.144438
567,Uprosertib,42MGBA,1.682161
568,VE821,42MGBA,4.139067
569,Veliparib,42MGBA,5.494452
570,Venetoclax,42MGBA,3.420714
571,Vincristine,42MGBA,-2.142335
572,Vinorelbine,42MGBA,-3.92769
573,Vismodegib,42MGBA,4.630255
574,Vorinostat,42MGBA,1.798856
575,WEHI-539,42MGBA,4.416343
576,WIKI4,42MGBA,3.680767
577,WZ4003,42MGBA,3.841572
578,Wee1 Inhibitor,42MGBA,2.954539
579,Wnt-C59,42MGBA,4.566166
580,XAV939,42MGBA,3.908785
581,YK-4-279,42MGBA,1.718554
582,ZM447439,42MGBA,1.733829
583,Zoledronate,42MGBA,3.555198
584,alpha-lipoic acid,42MGBA,7.968063
585,glutathione,42MGBA,9.650432
586,5-Fluorouracil,5637,3.119772
587,5-azacytidine,5637,3.782612
588,A-366,5637,4.839871
589,AGI-5198,5637,4.444254
590,AGI-6780,5637,4.580505
591,AGK2,5637,3.388545
592,AMG-319,5637,4.83608
593,AT13148,5637,5.322276
594,AZ6102,5637,2.26455
595,AZ960,5637,2.096996
596,AZD1208,5637,5.69433
597,AZD1332,5637,2.730895
598,AZD2014,5637,1.708351
599,AZD3759,5637,1.011487
600,AZD4547,5637,2.584857
601,AZD5153,5637,2.466127
602,AZD5363,5637,3.490349
603,AZD5438,5637,3.177289
604,AZD5582,5637,2.294117
605,AZD5991,5637,5.820345
606,AZD6738,5637,2.027117
607,AZD7762,5637,0.383378
608,AZD8186,5637,3.703313
609,Acetalax,5637,6.566649
610,Afatinib,5637,-0.074435
611,Afuresertib,5637,4.149154
612,Alisertib,5637,0.00492
613,Alpelisib,5637,3.466124
614,Avagacestat,5637,5.709539
615,Axitinib,5637,2.41971
616,BI-2536,5637,-2.853553
617,BIBR-1532,5637,4.936744
618,BMS-345541,5637,4.431866
619,BMS-536924,5637,1.760168
620,BMS-754807,5637,1.665762
621,Bleomycin,5637,0.764463
622,Bleomycin (50 uM),5637,0.851102
623,Bromosporine,5637,3.277524
624,Buparlisib,5637,0.399348
625,CZC24832,5637,5.144301
626,Camptothecin,5637,-2.631817
627,Cediranib,5637,2.673825
628,Cisplatin,5637,1.967072
629,Crizotinib,5637,2.786628
630,Cyclophosphamide,5637,5.260269
631,Cytarabine,5637,2.336405
632,Dacarbazine,5637,4.543159
633,Dactinomycin,5637,-4.321517
634,Dactolisib,5637,-1.311019
635,Dasatinib,5637,-1.829021
636,Dihydrorotenone,5637,0.10147
637,Dinaciclib,5637,-1.895834
638,Docetaxel,5637,-5.552507
639,Doramapimod,5637,5.200058
640,EHT-1864,5637,3.915698
641,EPZ004777,5637,5.607262
642,EPZ5676,5637,6.087377
643,Elephantin,5637,4.090364
644,Entinostat,5637,0.983006
645,Entospletinib,5637,3.914994
646,Epirubicin,5637,-1.439446
647,Erlotinib,5637,0.727383
648,Fludarabine,5637,4.459346
649,Foretinib,5637,0.405319
650,Fulvestrant,5637,3.408911
651,GDC0810,5637,4.292892
652,GNE-317,5637,0.668317
653,GSK-LSD1,5637,2.842746
654,GSK1904529A,5637,5.506965
655,GSK2110183B,5637,4.580183
656,GSK2578215A,5637,5.274009
657,GSK2606414,5637,3.110327
658,GSK2801,5637,5.395494
659,GSK343,5637,4.049857
660,GSK591,5637,2.974086
661,GW441756,5637,2.811992
662,Gallibiscoquinazole,5637,1.939629
663,Gefitinib,5637,1.75332
664,Gemcitabine,5637,-1.727881
665,I-BET-762,5637,4.122461
666,I-BRD9,5637,5.616224
667,ICL-SIRT078,5637,5.272153
668,IWP-2,5637,3.322088
669,Ibrutinib,5637,3.888823
670,Ipatasertib,5637,4.903796
671,JNK Inhibitor VIII,5637,5.739344
672,JQ1,5637,1.754692
673,KRAS (G12C) Inhibitor-12,5637,3.604831
674,KU-55933,5637,4.69976
675,L-Oxonoreleagnine,5637,3.724792
676,LCL161,5637,5.148428
677,LGK974,5637,3.966326
678,LJI308,5637,5.417477
679,LMP744,5637,0.059423
680,LY2109761,5637,5.814686
681,Leflunomide,5637,4.441121
682,Lenalidomide,5637,5.154858
683,Lestaurtinib,5637,-0.716298
684,Linsitinib,5637,4.1813
685,Luminespib,5637,-2.199417
686,MG-132,5637,-1.414558
687,MIM1,5637,3.825302
688,MIRA-1,5637,6.065379
689,MK-1775,5637,-0.402769
690,MK-2206,5637,4.185405
691,MK-8776,5637,3.670074
692,ML323,5637,5.438441
693,MN-64,5637,5.705697
694,Methotrexate,5637,-3.723944
695,Mirin,5637,5.00453
696,Mitoxantrone,5637,1.126619
697,Motesanib,5637,5.823758
698,N-acetyl cysteine,5637,9.302236
699,NU7441,5637,2.714112
700,NVP-ADW742,5637,3.115142
701,Navitoclax,5637,2.542011
702,Nelarabine,5637,6.095601
703,Nilotinib,5637,4.35631
704,Niraparib,5637,4.323888
705,Nutlin-3a (-),5637,5.086789
706,OF-1,5637,4.316373
707,OTX015,5637,2.799707
708,Obatoclax Mesylate,5637,0.090634
709,Olaparib,5637,3.837026
710,Osimertinib,5637,0.456103
711,Oxaliplatin,5637,4.574511
712,P22077,5637,4.096179
713,PD0325901,5637,1.278678
714,PD173074,5637,4.349249
715,PFI-1,5637,3.698494
716,PFI3,5637,5.598129
717,PLX-4720,5637,4.083145
718,POMHEX,5637,2.329785
719,PRIMA-1MET,5637,3.935467
720,Paclitaxel,5637,-4.413742
721,Palbociclib,5637,4.24777
722,Pevonedistat,5637,0.215762
723,Picolinici-acid,5637,4.481905
724,Pictilisib,5637,1.436848
725,Podophyllotoxin bromide,5637,-1.047518
726,Pyridostatin,5637,2.593502
727,RO-3306,5637,2.896605
728,RVX-208,5637,5.461083
729,Rapamycin,5637,-0.116397
730,Refametinib,5637,2.078167
731,Remodelin,5637,4.403773
732,Romidepsin,5637,-5.559258
733,Rucaparib,5637,3.438974
734,SB216763,5637,4.869955
735,SB590885,5637,3.350051
736,SGC-CBP30,5637,4.338736
737,SGC0946,5637,2.060922
738,SN-38,5637,-4.537337
739,Sabutoclax,5637,0.287935
740,Sapitinib,5637,1.497376
741,Savolitinib,5637,1.86583
742,Schweinfurthin A,5637,3.521172
743,Selumetinib,5637,3.890699
744,Sepantronium bromide,5637,-3.776555
