,drug,cell_line,IC50,OncotreeCode,prediction
114,MK-1775,OPM2,-0.35971,PCM,0.325116
115,MK-2206,OPM2,1.058436,PCM,1.027935
116,MK-8776,OPM2,1.184768,PCM,2.669875
117,ML323,OPM2,4.231613,PCM,4.228257
118,MN-64,OPM2,4.580965,PCM,4.603295
119,Mirin,OPM2,4.382149,PCM,4.550731
120,Mitoxantrone,OPM2,-0.126108,PCM,0.075436
121,Motesanib,OPM2,4.601831,PCM,5.145241
122,Mycophenolic acid,OPM2,1.806168,PCM,1.875403
123,N-acetyl cysteine,OPM2,9.881997,PCM,10.230305
124,NU7441,OPM2,1.709382,PCM,2.29175
125,NVP-ADW742,OPM2,0.977479,PCM,1.876478
126,Navitoclax,OPM2,1.650328,PCM,0.09516
127,Nelarabine,OPM2,4.974995,PCM,5.827588
128,Nilotinib,OPM2,2.757373,PCM,2.964857
129,Niraparib,OPM2,3.385088,PCM,4.387954
130,Nutlin-3a (-),OPM2,3.801022,PCM,4.860097
131,OF-1,OPM2,3.718573,PCM,3.016092
132,OSI-027,OPM2,0.996375,PCM,1.929537
133,OTX015,OPM2,-1.358451,PCM,1.586523
134,Obatoclax Mesylate,OPM2,0.932046,PCM,0.322689
135,Olaparib,OPM2,3.99044,PCM,3.623199
136,Osimertinib,OPM2,1.159999,PCM,2.231256
137,Oxaliplatin,OPM2,3.705004,PCM,4.429434
138,P22077,OPM2,4.315297,PCM,3.818921
139,PCI-34051,OPM2,3.788532,PCM,4.062635
140,PD0325901,OPM2,1.179499,PCM,2.540726
141,PD173074,OPM2,-0.60233,PCM,3.807673
142,PFI-1,OPM2,1.493273,PCM,3.439901
143,PFI3,OPM2,4.600668,PCM,5.394097
144,PLX-4720,OPM2,4.555765,PCM,4.291211
145,POMHEX,OPM2,0.400344,PCM,1.462839
146,PRIMA-1MET,OPM2,2.151597,PCM,3.585794
147,PRT062607,OPM2,1.685211,PCM,3.517272
148,Paclitaxel,OPM2,-4.238882,PCM,-2.603734
149,Palbociclib,OPM2,1.760344,PCM,3.581669
150,Pevonedistat,OPM2,-0.353291,PCM,0.1749
151,Picolinici-acid,OPM2,4.327724,PCM,5.041506
152,Pictilisib,OPM2,1.065235,PCM,1.004649
153,Podophyllotoxin bromide,OPM2,-1.486711,PCM,-0.803202
154,Pyridostatin,OPM2,1.962379,PCM,3.207485
155,RO-3306,OPM2,2.663869,PCM,3.856915
156,RVX-208,OPM2,2.713638,PCM,4.418547
157,Rapamycin,OPM2,-4.947115,PCM,-1.465342
158,Refametinib,OPM2,1.848437,PCM,3.44739
159,Ribociclib,OPM2,3.133063,PCM,3.446672
160,Romidepsin,OPM2,-5.90299,PCM,-5.69932
161,Rucaparib,OPM2,3.300771,PCM,3.753823
162,Ruxolitinib,OPM2,3.032794,PCM,4.7136
163,SB216763,OPM2,4.599763,PCM,4.925248
164,SB590885,OPM2,3.789204,PCM,3.69066
165,SCH772984,OPM2,1.978942,PCM,3.73754
166,SGC-CBP30,OPM2,2.758361,PCM,4.130674
167,SGC0946,OPM2,1.595666,PCM,2.06357
168,SN-38,OPM2,2.453838,PCM,-2.240434
169,Sabutoclax,OPM2,-0.830508,PCM,-0.382025
170,Sapitinib,OPM2,4.545822,PCM,5.004522
171,Savolitinib,OPM2,1.731903,PCM,2.373699
172,Schweinfurthin A,OPM2,-0.648658,PCM,0.461057
173,Selumetinib,OPM2,3.518138,PCM,4.712369
174,Sepantronium bromide,OPM2,-3.475013,PCM,-4.515143
175,Serdemetan,OPM2,3.016015,PCM,3.60753
176,Sinularin,OPM2,2.90568,PCM,3.468472
177,Sorafenib,OPM2,2.507915,PCM,2.266713
178,Staurosporine,OPM2,-4.715125,PCM,-2.906156
179,TW 37,OPM2,1.300051,PCM,0.994434
180,Talazoparib,OPM2,2.951993,PCM,3.341309
181,Tamoxifen,OPM2,3.369951,PCM,3.109618
182,Tanespimycin,OPM2,-0.422144,PCM,0.337749
183,Taselisib,OPM2,0.315791,PCM,1.980361
184,Telomerase Inhibitor IX,OPM2,0.537292,PCM,0.737477
185,Temozolomide,OPM2,5.030193,PCM,6.077684
186,Temsirolimus,OPM2,-2.84577,PCM,1.562692
187,Teniposide,OPM2,-0.347068,PCM,0.926696
188,Topotecan,OPM2,0.461759,PCM,0.561406
189,Trametinib,OPM2,-0.463874,PCM,2.103605
190,UMI-77,OPM2,3.435521,PCM,2.49939
191,UNC0379,OPM2,2.013255,PCM,3.324434
192,UNC0638,OPM2,1.899636,PCM,3.78541
193,Ulixertinib,OPM2,1.423177,PCM,2.682867
194,Uprosertib,OPM2,0.526618,PCM,2.310587
195,VE-822,OPM2,0.985515,PCM,2.735799
196,VE821,OPM2,1.566762,PCM,3.611281
197,VX-11e,OPM2,1.746456,PCM,2.884747
198,Veliparib,OPM2,4.47892,PCM,4.824142
199,Venetoclax,OPM2,0.421978,PCM,1.782001
200,Vinblastine,OPM2,-5.777279,PCM,-4.335828
201,Vincristine,OPM2,-4.299529,PCM,-1.859552
202,Vinorelbine,OPM2,-5.123606,PCM,-3.504166
203,Vismodegib,OPM2,4.129259,PCM,4.432034
204,Vorinostat,OPM2,0.487461,PCM,1.251713
205,WEHI-539,OPM2,3.950257,PCM,3.159609
206,WIKI4,OPM2,3.762552,PCM,3.832437
207,WZ4003,OPM2,3.386336,PCM,4.163433
208,Wee1 Inhibitor,OPM2,0.790823,PCM,1.372175
209,Wnt-C59,OPM2,3.713501,PCM,3.69048
210,XAV939,OPM2,3.496732,PCM,4.125944
211,YK-4-279,OPM2,1.225383,PCM,2.181172
212,ZM447439,OPM2,1.580273,PCM,1.890543
213,Zoledronate,OPM2,2.538618,PCM,3.591716
214,alpha-lipoic acid,OPM2,7.095037,PCM,7.63825
215,glutathione,OPM2,8.751398,PCM,9.605427
216,5-Fluorouracil,ACHN,3.137239,PRCC,5.192019
217,5-azacytidine,ACHN,2.651527,PRCC,3.334334
218,A-366,ACHN,4.941848,PRCC,5.269319
219,ABT737,ACHN,3.731654,PRCC,2.967335
220,AGI-5198,ACHN,4.564203,PRCC,5.030271
221,AGI-6780,ACHN,4.353513,PRCC,4.85897
222,AGK2,ACHN,2.984555,PRCC,3.456745
223,AMG-319,ACHN,4.136138,PRCC,5.336646
224,AT13148,ACHN,4.606597,PRCC,3.020018
225,AZ6102,ACHN,1.936535,PRCC,2.341467
226,AZ960,ACHN,2.177005,PRCC,2.013944
227,AZD1208,ACHN,6.034962,PRCC,5.642647
228,AZD1332,ACHN,2.465991,PRCC,3.257742
229,AZD2014,ACHN,1.438525,PRCC,2.265275
230,AZD3759,ACHN,0.787864,PRCC,2.553044
231,AZD4547,ACHN,4.231295,PRCC,3.074428
232,AZD5153,ACHN,1.393565,PRCC,1.643832
233,AZD5363,ACHN,3.040252,PRCC,2.93289
234,AZD5438,ACHN,2.001125,PRCC,2.433454
235,AZD5582,ACHN,5.961097,PRCC,3.644443
236,AZD5991,ACHN,6.146774,PRCC,5.48136
237,AZD6738,ACHN,0.148878,PRCC,2.556522
238,AZD7762,ACHN,-2.386098,PRCC,0.524938
239,AZD8055,ACHN,-0.665403,PRCC,0.164995
240,AZD8186,ACHN,2.015001,PRCC,2.715429
241,Acetalax,ACHN,6.988935,PRCC,5.2005
242,Afatinib,ACHN,-0.087809,PRCC,1.499476
243,Afuresertib,ACHN,2.818872,PRCC,2.229087
244,Alisertib,ACHN,1.758649,PRCC,2.422072
245,Alpelisib,ACHN,5.095484,PRCC,4.046394
246,Avagacestat,ACHN,6.440431,PRCC,5.203835
247,Axitinib,ACHN,2.817977,PRCC,3.822293
248,BI-2536,ACHN,0.637328,PRCC,0.405093
249,BIBR-1532,ACHN,4.181844,PRCC,5.464558
250,BMS-345541,ACHN,2.736679,PRCC,3.706304
251,BMS-536924,ACHN,2.065988,PRCC,1.87272
252,BMS-754807,ACHN,3.381142,PRCC,2.632658
253,Bleomycin,ACHN,0.50806,PRCC,3.511596
254,Bleomycin (50 uM),ACHN,-1.368801,PRCC,3.532605
255,Bortezomib,ACHN,-5.123045,PRCC,-4.825736
256,Bosutinib,ACHN,1.138802,PRCC,2.599741
257,Bromosporine,ACHN,4.009544,PRCC,2.202941
258,Buparlisib,ACHN,1.055649,PRCC,1.569285
259,CCT007093,ACHN,5.267594,PRCC,5.521094
260,CPI-637,ACHN,4.196958,PRCC,4.579226
261,CZC24832,ACHN,5.787535,PRCC,5.588556
262,Camptothecin,ACHN,-3.733803,PRCC,-0.968588
263,Carmustine,ACHN,6.793602,PRCC,6.713619
264,Cediranib,ACHN,0.89372,PRCC,1.89542
265,Cisplatin,ACHN,2.173181,PRCC,4.765738
266,Crizotinib,ACHN,2.579405,PRCC,2.710369
267,Cyclophosphamide,ACHN,5.346404,PRCC,5.566438
268,Cytarabine,ACHN,-1.321181,PRCC,2.871778
269,Dabrafenib,ACHN,2.946234,PRCC,4.950982
270,Dacarbazine,ACHN,6.603606,PRCC,6.042292
271,Dactinomycin,ACHN,-4.567274,PRCC,-3.032592
272,Dactolisib,ACHN,-2.579651,PRCC,-1.717553
273,Daporinad,ACHN,-4.133047,PRCC,-4.074373
274,Dasatinib,ACHN,-1.743811,PRCC,-1.41784
275,Dihydrorotenone,ACHN,1.491268,PRCC,2.238648
276,Dinaciclib,ACHN,-2.715142,PRCC,-2.422012
277,Docetaxel,ACHN,-1.989169,PRCC,-1.553157
278,Doramapimod,ACHN,4.87215,PRCC,5.525071
279,EHT-1864,ACHN,3.865703,PRCC,4.247882
280,EPZ004777,ACHN,5.644249,PRCC,5.79775
281,EPZ5676,ACHN,6.413656,PRCC,6.265031
282,Elephantin,ACHN,2.853188,PRCC,4.059792
283,Entinostat,ACHN,3.222685,PRCC,3.018532
284,Entospletinib,ACHN,2.506185,PRCC,3.374965
285,Epirubicin,ACHN,-2.549555,PRCC,0.642737
286,Erlotinib,ACHN,0.122962,PRCC,3.099945
287,Fludarabine,ACHN,5.440869,PRCC,4.816989
288,Foretinib,ACHN,0.389592,PRCC,1.176918
289,Fulvestrant,ACHN,4.202956,PRCC,4.378827
290,GDC0810,ACHN,5.469231,PRCC,5.343699
291,GNE-317,ACHN,-0.364054,PRCC,0.85273
292,GSK-LSD1,ACHN,2.930821,PRCC,2.730659
293,GSK1904529A,ACHN,4.553465,PRCC,4.627708
294,GSK2110183B,ACHN,4.598876,PRCC,3.368086
295,GSK2578215A,ACHN,5.270802,PRCC,5.357903
296,GSK2606414,ACHN,2.632073,PRCC,4.154109
297,GSK2801,ACHN,5.821865,PRCC,5.14432
298,GSK2830371,ACHN,6.267689,PRCC,6.036906
299,GSK343,ACHN,4.031469,PRCC,3.842787
300,GSK591,ACHN,5.292,PRCC,5.161043
301,GW441756,ACHN,4.179255,PRCC,3.8312
302,Gallibiscoquinazole,ACHN,2.20392,PRCC,3.032176
303,Gefitinib,ACHN,0.738433,PRCC,3.770093
304,Gemcitabine,ACHN,-4.400708,PRCC,1.927099
305,I-BET-762,ACHN,3.868983,PRCC,2.801839
306,I-BRD9,ACHN,3.729264,PRCC,4.854212
307,ICL-SIRT078,ACHN,5.113383,PRCC,5.122986
308,IWP-2,ACHN,3.710378,PRCC,2.985506
309,Ibrutinib,ACHN,2.477575,PRCC,5.0918
310,Ipatasertib,ACHN,3.637423,PRCC,3.235228
311,Irinotecan,ACHN,1.841953,PRCC,4.197049
312,JNK Inhibitor VIII,ACHN,5.545224,PRCC,5.587709
313,JQ1,ACHN,3.3159,PRCC,2.093026
314,KRAS (G12C) Inhibitor-12,ACHN,4.642945,PRCC,5.131085
315,KU-55933,ACHN,5.407937,PRCC,5.416785
316,L-Oxonoreleagnine,ACHN,4.120006,PRCC,3.803407
317,LCL161,ACHN,6.148308,PRCC,5.368106
318,LGK974,ACHN,4.498434,PRCC,4.917645
319,LJI308,ACHN,3.89839,PRCC,5.568925
320,LMP744,ACHN,-2.406243,PRCC,0.850883
321,LY2109761,ACHN,5.402934,PRCC,5.767553
322,Lapatinib,ACHN,2.020273,PRCC,3.601932
323,Leflunomide,ACHN,4.903928,PRCC,5.315738
324,Lenalidomide,ACHN,5.743595,PRCC,5.788412
325,Lestaurtinib,ACHN,-1.643785,PRCC,1.22502
326,Linsitinib,ACHN,3.761904,PRCC,4.036529
327,Luminespib,ACHN,-2.152135,PRCC,-1.979669
328,MG-132,ACHN,-1.360388,PRCC,-1.185391
329,MIM1,ACHN,4.469925,PRCC,4.214821
330,MIRA-1,ACHN,4.446781,PRCC,5.78618
331,MK-1775,ACHN,-1.98645,PRCC,0.783158
332,MK-2206,ACHN,2.752459,PRCC,2.621569
333,MK-8776,ACHN,0.521469,PRCC,3.606274
334,ML323,ACHN,4.922186,PRCC,5.065626
335,MN-64,ACHN,4.793599,PRCC,4.987021
336,Methotrexate,ACHN,-2.543643,PRCC,0.138347
337,Mirin,ACHN,5.629971,PRCC,5.363447
338,Mitoxantrone,ACHN,-1.067999,PRCC,1.056624
339,Motesanib,ACHN,6.100721,PRCC,6.420241
340,Mycophenolic acid,ACHN,0.703245,PRCC,2.575092
341,N-acetyl cysteine,ACHN,11.462716,PRCC,10.474043
342,NU7441,ACHN,3.533912,PRCC,3.231182
343,NVP-ADW742,ACHN,3.903819,PRCC,3.213182
344,Navitoclax,ACHN,3.749973,PRCC,2.73528
345,Nelarabine,ACHN,6.519076,PRCC,6.62907
346,Nilotinib,ACHN,4.272091,PRCC,3.965533
347,Niraparib,ACHN,5.597306,PRCC,4.882627
348,Nutlin-3a (-),ACHN,1.698458,PRCC,4.684173
349,OF-1,ACHN,4.212001,PRCC,4.197887
350,OSI-027,ACHN,1.758053,PRCC,2.602639
351,OTX015,ACHN,2.06173,PRCC,1.997304
352,Obatoclax Mesylate,ACHN,0.554357,PRCC,0.735023
353,Olaparib,ACHN,4.333047,PRCC,4.80629
354,Osimertinib,ACHN,0.182227,PRCC,1.907166
355,Oxaliplatin,ACHN,3.543992,PRCC,5.382438
356,P22077,ACHN,5.20943,PRCC,5.27351
357,PCI-34051,ACHN,4.867188,PRCC,4.734855
358,PD0325901,ACHN,0.994646,PRCC,2.128721
359,PD173074,ACHN,2.759714,PRCC,4.125216
360,PFI-1,ACHN,4.767081,PRCC,4.275172
361,PFI3,ACHN,6.035143,PRCC,5.784609
362,PLX-4720,ACHN,2.446665,PRCC,4.708163
363,POMHEX,ACHN,1.01141,PRCC,2.149084
364,PRIMA-1MET,ACHN,3.723946,PRCC,5.153792
365,PRT062607,ACHN,2.585657,PRCC,3.058355
366,Paclitaxel,ACHN,-0.263759,PRCC,-0.491547
367,Palbociclib,ACHN,0.850143,PRCC,3.738026
368,Pevonedistat,ACHN,-0.075604,PRCC,2.555452
369,Picolinici-acid,ACHN,5.989337,PRCC,5.467338
370,Pictilisib,ACHN,0.64737,PRCC,1.140594
371,Podophyllotoxin bromide,ACHN,-0.702862,PRCC,0.645167
372,Pyridostatin,ACHN,5.040655,PRCC,3.995148
373,RO-3306,ACHN,4.366984,PRCC,4.612667
374,RVX-208,ACHN,5.335902,PRCC,5.035712
375,Rapamycin,ACHN,-3.016686,PRCC,-1.095289
376,Refametinib,ACHN,2.01324,PRCC,2.470235
377,Ribociclib,ACHN,3.624753,PRCC,3.940807
378,Romidepsin,ACHN,-4.299404,PRCC,-5.82639
379,Rucaparib,ACHN,4.593113,PRCC,4.412489
380,Ruxolitinib,ACHN,5.44509,PRCC,5.478666
381,SB216763,ACHN,5.998274,PRCC,5.486793
382,SB590885,ACHN,5.3637,PRCC,4.943254
383,SCH772984,ACHN,2.72762,PRCC,3.211226
384,SGC-CBP30,ACHN,4.341927,PRCC,4.786429
385,SGC0946,ACHN,2.886905,PRCC,2.372101
386,SN-38,ACHN,-2.199607,PRCC,1.773026
387,Sabutoclax,ACHN,-0.525364,PRCC,0.337497
388,Sapitinib,ACHN,1.666861,PRCC,3.572815
389,Savolitinib,ACHN,3.770336,PRCC,2.917027
390,Schweinfurthin A,ACHN,1.253424,PRCC,2.087681
391,Selumetinib,ACHN,3.789278,PRCC,4.496076
392,Sepantronium bromide,ACHN,-4.101284,PRCC,-3.887178
393,Serdemetan,ACHN,2.799217,PRCC,4.70115
394,Sinularin,ACHN,3.568794,PRCC,4.024852
395,Sorafenib,ACHN,2.700304,PRCC,3.00335
396,Staurosporine,ACHN,-1.020452,PRCC,-3.691467
397,TW 37,ACHN,0.73388,PRCC,1.907685
398,Talazoparib,ACHN,2.253804,PRCC,3.95028
399,Tamoxifen,ACHN,3.605091,PRCC,3.74542
400,Tanespimycin,ACHN,-0.214319,PRCC,0.460233
401,Taselisib,ACHN,1.812633,PRCC,1.686466
402,Telomerase Inhibitor IX,ACHN,-0.018769,PRCC,1.145568
403,Temozolomide,ACHN,6.978198,PRCC,7.19969
404,Temsirolimus,ACHN,1.443365,PRCC,1.522703
405,Teniposide,ACHN,-1.171244,PRCC,2.131126
406,Topotecan,ACHN,-1.018222,PRCC,1.866848
407,Trametinib,ACHN,-0.129123,PRCC,0.980506
408,UMI-77,ACHN,4.86308,PRCC,3.652615
409,UNC0379,ACHN,2.220691,PRCC,4.370583
410,UNC0638,ACHN,5.471017,PRCC,5.012896
411,Ulixertinib,ACHN,1.462925,PRCC,2.960517
412,Uprosertib,ACHN,3.569891,PRCC,2.700629
413,VE-822,ACHN,1.770356,PRCC,3.661561
414,VE821,ACHN,3.377714,PRCC,4.800612
415,VX-11e,ACHN,2.623362,PRCC,2.778159
416,Veliparib,ACHN,5.170627,PRCC,5.704547
417,Venetoclax,ACHN,2.748662,PRCC,3.326451
418,Vinblastine,ACHN,-3.021559,PRCC,-1.796298
419,Vincristine,ACHN,-0.587231,PRCC,0.445697
420,Vinorelbine,ACHN,-1.745668,PRCC,-0.422709
421,Vismodegib,ACHN,4.024151,PRCC,5.276858
422,Vorinostat,ACHN,1.630446,PRCC,2.014946
423,WEHI-539,ACHN,5.184013,PRCC,4.061371
424,WIKI4,ACHN,4.520483,PRCC,3.676872
425,WZ4003,ACHN,2.899449,PRCC,4.322054
426,Wee1 Inhibitor,ACHN,-0.428905,PRCC,2.493143
427,Wnt-C59,ACHN,3.864303,PRCC,4.985924
428,XAV939,ACHN,5.057577,PRCC,4.518673
429,YK-4-279,ACHN,2.645586,PRCC,3.229011
430,ZM447439,ACHN,3.347086,PRCC,3.435523
431,Zoledronate,ACHN,4.467281,PRCC,4.101895
432,alpha-lipoic acid,ACHN,7.961647,PRCC,8.332174
433,glutathione,ACHN,9.435667,PRCC,9.544985
434,5-Fluorouracil,HS683,3.704849,ODG,5.051333
435,ABT737,HS683,1.985374,ODG,3.226789
436,AGI-5198,HS683,4.38041,ODG,4.804152
437,AGI-6780,HS683,5.407876,ODG,4.751983
438,AMG-319,HS683,4.649411,ODG,4.789514
439,AT13148,HS683,3.20852,ODG,2.708886
440,AZ6102,HS683,2.236887,ODG,2.718901
441,AZ960,HS683,-0.019058,ODG,0.803357
442,AZD3759,HS683,1.449613,ODG,3.16657
443,AZD4547,HS683,5.060307,ODG,3.197477
444,AZD5363,HS683,3.003516,ODG,2.418435
445,AZD5582,HS683,5.072075,ODG,0.904061
446,AZD6482,HS683,3.071549,ODG,3.687325
447,AZD6738,HS683,1.581039,ODG,2.280031
448,AZD7762,HS683,0.038768,ODG,-0.243414
449,AZD8186,HS683,1.81446,ODG,2.923508
450,Afatinib,HS683,3.304372,ODG,2.392326
451,Afuresertib,HS683,1.835028,ODG,2.298511
452,Alisertib,HS683,-1.067861,ODG,1.793146
453,Alpelisib,HS683,2.778799,ODG,3.534839
454,Avagacestat,HS683,5.277643,ODG,4.76755
455,Axitinib,HS683,2.257925,ODG,3.26928
456,BI-2536,HS683,-2.748914,ODG,-1.890704
457,BIBR-1532,HS683,3.328053,ODG,5.172596
458,BMS-345541,HS683,2.64884,ODG,3.407568
459,BMS-536924,HS683,2.326508,ODG,2.183456
460,BMS-754807,HS683,1.428837,ODG,2.089141
461,BX795,HS683,1.683017,ODG,2.215574
462,Bicalutamide,HS683,5.407876,ODG,4.745142
463,Bortezomib,HS683,-4.779859,ODG,-5.343735
464,Bosutinib,HS683,3.781773,ODG,2.947061
465,Buparlisib,HS683,0.600981,ODG,1.199199
466,CCT-018159,HS683,2.400004,ODG,3.701426
467,CCT007093,HS683,4.710467,ODG,5.131523
468,CHIR-99021,HS683,3.195399,ODG,4.4808
469,CZC24832,HS683,5.115348,ODG,5.129481
470,Camptothecin,HS683,-4.145162,ODG,-1.586776
471,Cediranib,HS683,5.300511,ODG,1.899939
472,Crizotinib,HS683,2.698894,ODG,2.299307
473,Cyclophosphamide,HS683,5.407876,ODG,5.254273
474,Dabrafenib,HS683,4.900629,ODG,4.808842
475,Dactinomycin,HS683,-5.506696,ODG,-3.744318
476,Dactolisib,HS683,-2.04939,ODG,-1.929738
477,Daporinad,HS683,2.703565,ODG,-4.253233
478,Dasatinib,HS683,0.389069,ODG,-0.824769
479,Dinaciclib,HS683,-3.159715,ODG,-3.301233
480,Docetaxel,HS683,-6.521924,ODG,-3.302523
481,Doramapimod,HS683,3.19955,ODG,5.295101
482,EHT-1864,HS683,3.798538,ODG,4.208967
483,EPZ004777,HS683,5.077621,ODG,5.036306
484,EPZ5676,HS683,5.142233,ODG,5.438363
485,Elesclomol,HS683,-1.542027,ODG,-1.862522
486,Entinostat,HS683,2.150579,ODG,2.105754
